Runner Episode: 1	Loss: 0.436849	Accuracy: 0.840 	 Current Training Data Per Class: 160
Runner Episode: 2	Loss: 0.585180	Accuracy: 0.780 	 Current Training Data Per Class: 160
Runner Episode: 3	Loss: 0.145034	Accuracy: 0.940 	 Current Training Data Per Class: 160
Runner Episode: 4	Loss: 0.335224	Accuracy: 0.890 	 Current Training Data Per Class: 160
Runner Episode: 5	Loss: 0.663720	Accuracy: 0.690 	 Current Training Data Per Class: 160
Runner Episode: 6	Loss: 0.324067	Accuracy: 0.890 	 Current Training Data Per Class: 160
Runner Episode: 7	Loss: 0.407953	Accuracy: 0.870 	 Current Training Data Per Class: 160
Runner Episode: 8	Loss: 0.426248	Accuracy: 0.860 	 Current Training Data Per Class: 160
Runner Episode: 9	Loss: 0.423414	Accuracy: 0.840 	 Current Training Data Per Class: 160
Runner Episode: 10	Loss: 0.548534	Accuracy: 0.810 	 Current Training Data Per Class: 160
Runner Episode: 11	Loss: 0.560346	Accuracy: 0.770 	 Current Training Data Per Class: 160
Runner Episode: 12	Loss: 0.295146	Accuracy: 0.900 	 Current Training Data Per Class: 160
Runner Episode: 13	Loss: 0.298665	Accuracy: 0.920 	 Current Training Data Per Class: 160
Runner Episode: 14	Loss: 0.471639	Accuracy: 0.860 	 Current Training Data Per Class: 160
Runner Episode: 15	Loss: 0.317887	Accuracy: 0.870 	 Current Training Data Per Class: 160
Runner Episode: 16	Loss: 0.158695	Accuracy: 0.930 	 Current Training Data Per Class: 160
Runner Episode: 17	Loss: 0.200556	Accuracy: 0.930 	 Current Training Data Per Class: 160
Runner Episode: 18	Loss: 0.500928	Accuracy: 0.810 	 Current Training Data Per Class: 160
Runner Episode: 19	Loss: 0.598269	Accuracy: 0.780 	 Current Training Data Per Class: 160
Runner Episode: 20	Loss: 0.477729	Accuracy: 0.820 	 Current Training Data Per Class: 160
Runner Episode: 21	Loss: 0.527569	Accuracy: 0.810 	 Current Training Data Per Class: 160
Runner Episode: 22	Loss: 0.571789	Accuracy: 0.780 	 Current Training Data Per Class: 160
Runner Episode: 23	Loss: 0.258525	Accuracy: 0.920 	 Current Training Data Per Class: 160
Runner Episode: 24	Loss: 0.272954	Accuracy: 0.930 	 Current Training Data Per Class: 160
Runner Episode: 25	Loss: 0.609163	Accuracy: 0.730 	 Current Training Data Per Class: 160
Runner Episode: 26	Loss: 0.388196	Accuracy: 0.860 	 Current Training Data Per Class: 160
Runner Episode: 27	Loss: 0.311946	Accuracy: 0.890 	 Current Training Data Per Class: 160
Runner Episode: 28	Loss: 0.496497	Accuracy: 0.820 	 Current Training Data Per Class: 160
Runner Episode: 29	Loss: 0.516642	Accuracy: 0.800 	 Current Training Data Per Class: 160
Runner Episode: 30	Loss: 0.302098	Accuracy: 0.910 	 Current Training Data Per Class: 160
Runner Episode: 31	Loss: 0.241100	Accuracy: 0.950 	 Current Training Data Per Class: 160
Runner Episode: 32	Loss: 0.227488	Accuracy: 0.920 	 Current Training Data Per Class: 160
Runner Episode: 33	Loss: 0.277796	Accuracy: 0.900 	 Current Training Data Per Class: 160
Runner Episode: 34	Loss: 0.406105	Accuracy: 0.850 	 Current Training Data Per Class: 160
Runner Episode: 35	Loss: 0.110589	Accuracy: 0.960 	 Current Training Data Per Class: 160
Runner Episode: 36	Loss: 0.722455	Accuracy: 0.780 	 Current Training Data Per Class: 160
Runner Episode: 37	Loss: 0.390955	Accuracy: 0.880 	 Current Training Data Per Class: 160
Runner Episode: 38	Loss: 0.575356	Accuracy: 0.780 	 Current Training Data Per Class: 160
Runner Episode: 39	Loss: 0.544187	Accuracy: 0.830 	 Current Training Data Per Class: 160
Runner Episode: 40	Loss: 0.394772	Accuracy: 0.870 	 Current Training Data Per Class: 160
Runner Episode: 41	Loss: 0.625374	Accuracy: 0.710 	 Current Training Data Per Class: 160
Runner Episode: 42	Loss: 0.539564	Accuracy: 0.830 	 Current Training Data Per Class: 160
Runner Episode: 43	Loss: 0.777499	Accuracy: 0.710 	 Current Training Data Per Class: 160
Runner Episode: 44	Loss: 0.471818	Accuracy: 0.840 	 Current Training Data Per Class: 160
Runner Episode: 45	Loss: 0.584051	Accuracy: 0.790 	 Current Training Data Per Class: 160
Runner Episode: 46	Loss: 0.214319	Accuracy: 0.960 	 Current Training Data Per Class: 160
Runner Episode: 47	Loss: 0.455114	Accuracy: 0.880 	 Current Training Data Per Class: 160
Runner Episode: 48	Loss: 0.299717	Accuracy: 0.920 	 Current Training Data Per Class: 160
Runner Episode: 49	Loss: 0.270906	Accuracy: 0.910 	 Current Training Data Per Class: 160
Runner Episode: 50	Loss: 0.523046	Accuracy: 0.830 	 Current Training Data Per Class: 160
