Train Episode: 1	Loss: 1.591002	Accuracy: 0.590	 Current training data: 550
Train Episode: 2	Loss: 0.945339	Accuracy: 0.555	 Current training data: 550
Train Episode: 3	Loss: 0.910477	Accuracy: 0.595	 Current training data: 550
Train Episode: 4	Loss: 0.944207	Accuracy: 0.625	 Current training data: 550
Train Episode: 5	Loss: 0.873932	Accuracy: 0.600	 Current training data: 550
Train Episode: 6	Loss: 0.973052	Accuracy: 0.605	 Current training data: 550
Train Episode: 7	Loss: 1.038438	Accuracy: 0.605	 Current training data: 550
Train Episode: 8	Loss: 1.090943	Accuracy: 0.605	 Current training data: 550
Train Episode: 9	Loss: 0.866670	Accuracy: 0.635	 Current training data: 550
Train Episode: 10	Loss: 1.094809	Accuracy: 0.635	 Current training data: 550
Train Episode: 11	Loss: 1.145583	Accuracy: 0.580	 Current training data: 550
Train Episode: 12	Loss: 1.252779	Accuracy: 0.395	 Current training data: 550
Train Episode: 13	Loss: 1.274914	Accuracy: 0.480	 Current training data: 550
Train Episode: 14	Loss: 1.008005	Accuracy: 0.540	 Current training data: 550
Train Episode: 15	Loss: 0.850338	Accuracy: 0.660	 Current training data: 550
Train Episode: 16	Loss: 0.804280	Accuracy: 0.680	 Current training data: 550
Train Episode: 17	Loss: 1.095116	Accuracy: 0.500	 Current training data: 550
Train Episode: 18	Loss: 1.039831	Accuracy: 0.580	 Current training data: 550
Train Episode: 19	Loss: 1.089805	Accuracy: 0.550	 Current training data: 550
Train Episode: 20	Loss: 1.027109	Accuracy: 0.540	 Current training data: 550
