Episode: 1: [[0.33333334 0.33333334 0.33333334]] 
Episode: 2: [[0.33340335 0.33326334 0.33326334]] 
Episode: 3: [[0.33345544 0.33321124 0.33321124]] 
Episode: 4: [[0.3334957  0.33317098 0.33317098]] 
Episode: 5: [[0.3335287 0.333138  0.333138 ]] 
Episode: 6: [[0.33355656 0.33311012 0.33311012]] 
Episode: 7: [[0.33355656 0.33311012 0.33311012]] 
Episode: 8: [[0.33355656 0.33311012 0.33311012]] 
Episode: 9: [[0.33355656 0.33311012 0.33311012]] 
Episode: 10: [[0.33355656 0.33311012 0.33311012]] 
Episode: 11: [[0.33355656 0.33311012 0.33311012]] 
Episode: 12: [[0.33355656 0.33311012 0.33311012]] 
Episode: 13: [[0.33355656 0.33311012 0.33311012]] 
Episode: 14: [[0.33355656 0.33311012 0.33311012]] 
Episode: 15: [[0.33355656 0.33311012 0.33311012]] 
Episode: 16: [[0.33355656 0.33311012 0.33311012]] 
Episode: 17: [[nan nan nan]] 
