Train Episode: 1	Loss: 1.369148	Accuracy: 0.470	 Current training data: 10
Train Episode: 2	Loss: 1.890194	Accuracy: 0.330	 Current training data: 10
Train Episode: 3	Loss: 1.526782	Accuracy: 0.360	 Current training data: 10
Train Episode: 4	Loss: 1.695693	Accuracy: 0.200	 Current training data: 10
Train Episode: 5	Loss: 1.724130	Accuracy: 0.200	 Current training data: 10
Train Episode: 6	Loss: 1.517529	Accuracy: 0.400	 Current training data: 10
Train Episode: 7	Loss: 1.405371	Accuracy: 0.400	 Current training data: 10
Train Episode: 8	Loss: 1.419370	Accuracy: 0.200	 Current training data: 10
Train Episode: 9	Loss: 1.824091	Accuracy: 0.200	 Current training data: 10
Train Episode: 10	Loss: 1.366143	Accuracy: 0.580	 Current training data: 10
Train Episode: 11	Loss: 1.544496	Accuracy: 0.300	 Current training data: 10
Train Episode: 12	Loss: 1.822410	Accuracy: 0.200	 Current training data: 10
Train Episode: 13	Loss: 1.816938	Accuracy: 0.300	 Current training data: 10
Train Episode: 14	Loss: 1.594012	Accuracy: 0.280	 Current training data: 10
Train Episode: 15	Loss: 2.140118	Accuracy: 0.200	 Current training data: 10
Train Episode: 16	Loss: 1.482456	Accuracy: 0.420	 Current training data: 10
Train Episode: 17	Loss: 1.712139	Accuracy: 0.200	 Current training data: 10
Train Episode: 18	Loss: 1.925286	Accuracy: 0.410	 Current training data: 10
Train Episode: 19	Loss: 2.765056	Accuracy: 0.260	 Current training data: 10
Train Episode: 20	Loss: 1.551359	Accuracy: 0.300	 Current training data: 10
