Runner Episode: 1	Loss: 0.517794	Accuracy: 0.850 	 Current Training Data Per Class: 60
Runner Episode: 2	Loss: 0.400511	Accuracy: 0.840 	 Current Training Data Per Class: 60
Runner Episode: 3	Loss: 0.753950	Accuracy: 0.760 	 Current Training Data Per Class: 60
Runner Episode: 4	Loss: 0.640590	Accuracy: 0.720 	 Current Training Data Per Class: 60
Runner Episode: 5	Loss: 0.399338	Accuracy: 0.870 	 Current Training Data Per Class: 60
Runner Episode: 6	Loss: 0.716768	Accuracy: 0.800 	 Current Training Data Per Class: 60
Runner Episode: 7	Loss: 0.682984	Accuracy: 0.760 	 Current Training Data Per Class: 60
Runner Episode: 8	Loss: 0.491088	Accuracy: 0.860 	 Current Training Data Per Class: 60
Runner Episode: 9	Loss: 0.368734	Accuracy: 0.880 	 Current Training Data Per Class: 60
Runner Episode: 10	Loss: 0.318625	Accuracy: 0.880 	 Current Training Data Per Class: 60
Runner Episode: 11	Loss: 0.435567	Accuracy: 0.830 	 Current Training Data Per Class: 60
Runner Episode: 12	Loss: 0.662882	Accuracy: 0.780 	 Current Training Data Per Class: 60
Runner Episode: 13	Loss: 0.369594	Accuracy: 0.820 	 Current Training Data Per Class: 60
Runner Episode: 14	Loss: 0.427091	Accuracy: 0.810 	 Current Training Data Per Class: 60
Runner Episode: 15	Loss: 0.612950	Accuracy: 0.770 	 Current Training Data Per Class: 60
Runner Episode: 16	Loss: 0.404113	Accuracy: 0.770 	 Current Training Data Per Class: 60
Runner Episode: 17	Loss: 0.294080	Accuracy: 0.890 	 Current Training Data Per Class: 60
Runner Episode: 18	Loss: 0.714232	Accuracy: 0.790 	 Current Training Data Per Class: 60
Runner Episode: 19	Loss: 0.719985	Accuracy: 0.730 	 Current Training Data Per Class: 60
Runner Episode: 20	Loss: 0.367558	Accuracy: 0.850 	 Current Training Data Per Class: 60
Runner Episode: 21	Loss: 0.446608	Accuracy: 0.840 	 Current Training Data Per Class: 60
Runner Episode: 22	Loss: 0.805274	Accuracy: 0.790 	 Current Training Data Per Class: 60
Runner Episode: 23	Loss: 0.701555	Accuracy: 0.720 	 Current Training Data Per Class: 60
Runner Episode: 24	Loss: 0.602628	Accuracy: 0.770 	 Current Training Data Per Class: 60
Runner Episode: 25	Loss: 0.459446	Accuracy: 0.860 	 Current Training Data Per Class: 60
Runner Episode: 26	Loss: 0.721360	Accuracy: 0.750 	 Current Training Data Per Class: 60
Runner Episode: 27	Loss: 0.420381	Accuracy: 0.850 	 Current Training Data Per Class: 60
Runner Episode: 28	Loss: 0.401143	Accuracy: 0.860 	 Current Training Data Per Class: 60
Runner Episode: 29	Loss: 0.369849	Accuracy: 0.900 	 Current Training Data Per Class: 60
Runner Episode: 30	Loss: 0.457704	Accuracy: 0.840 	 Current Training Data Per Class: 60
Runner Episode: 31	Loss: 0.577143	Accuracy: 0.800 	 Current Training Data Per Class: 60
Runner Episode: 32	Loss: 0.402177	Accuracy: 0.880 	 Current Training Data Per Class: 60
Runner Episode: 33	Loss: 0.630168	Accuracy: 0.830 	 Current Training Data Per Class: 60
Runner Episode: 34	Loss: 0.527510	Accuracy: 0.830 	 Current Training Data Per Class: 60
Runner Episode: 35	Loss: 0.253186	Accuracy: 0.930 	 Current Training Data Per Class: 60
Runner Episode: 36	Loss: 0.656906	Accuracy: 0.720 	 Current Training Data Per Class: 60
Runner Episode: 37	Loss: 0.397798	Accuracy: 0.860 	 Current Training Data Per Class: 60
Runner Episode: 38	Loss: 0.764676	Accuracy: 0.770 	 Current Training Data Per Class: 60
Runner Episode: 39	Loss: 0.595218	Accuracy: 0.800 	 Current Training Data Per Class: 60
Runner Episode: 40	Loss: 0.345780	Accuracy: 0.900 	 Current Training Data Per Class: 60
Runner Episode: 41	Loss: 0.598241	Accuracy: 0.800 	 Current Training Data Per Class: 60
Runner Episode: 42	Loss: 0.469871	Accuracy: 0.830 	 Current Training Data Per Class: 60
Runner Episode: 43	Loss: 0.415501	Accuracy: 0.810 	 Current Training Data Per Class: 60
Runner Episode: 44	Loss: 0.655669	Accuracy: 0.670 	 Current Training Data Per Class: 60
Runner Episode: 45	Loss: 0.693914	Accuracy: 0.770 	 Current Training Data Per Class: 60
Runner Episode: 46	Loss: 0.383716	Accuracy: 0.880 	 Current Training Data Per Class: 60
Runner Episode: 47	Loss: 0.920084	Accuracy: 0.680 	 Current Training Data Per Class: 60
Runner Episode: 48	Loss: 0.415727	Accuracy: 0.860 	 Current Training Data Per Class: 60
Runner Episode: 49	Loss: 0.415523	Accuracy: 0.900 	 Current Training Data Per Class: 60
Runner Episode: 50	Loss: 0.483358	Accuracy: 0.830 	 Current Training Data Per Class: 60
