Train Episode: 1	Loss: 0.522937	Accuracy: 0.820	 Current training data: 20
Train Episode: 2	Loss: 0.675592	Accuracy: 0.720	 Current training data: 20
Train Episode: 3	Loss: 0.657666	Accuracy: 0.730	 Current training data: 20
Train Episode: 4	Loss: 0.851114	Accuracy: 0.720	 Current training data: 20
Train Episode: 5	Loss: 1.382444	Accuracy: 0.600	 Current training data: 20
Train Episode: 6	Loss: 0.725976	Accuracy: 0.780	 Current training data: 20
Train Episode: 7	Loss: 0.778751	Accuracy: 0.710	 Current training data: 20
Train Episode: 8	Loss: 1.226686	Accuracy: 0.550	 Current training data: 20
Train Episode: 9	Loss: 0.798382	Accuracy: 0.710	 Current training data: 20
Train Episode: 10	Loss: 0.906091	Accuracy: 0.650	 Current training data: 20
Train Episode: 11	Loss: 0.618482	Accuracy: 0.790	 Current training data: 20
Train Episode: 12	Loss: 0.520500	Accuracy: 0.860	 Current training data: 20
Train Episode: 13	Loss: 0.153072	Accuracy: 0.960	 Current training data: 20
Train Episode: 14	Loss: 0.636208	Accuracy: 0.800	 Current training data: 20
Train Episode: 15	Loss: 0.994277	Accuracy: 0.620	 Current training data: 20
Train Episode: 16	Loss: 0.867779	Accuracy: 0.740	 Current training data: 20
Train Episode: 17	Loss: 0.482478	Accuracy: 0.860	 Current training data: 20
Train Episode: 18	Loss: 0.778871	Accuracy: 0.740	 Current training data: 20
Train Episode: 19	Loss: 0.699182	Accuracy: 0.760	 Current training data: 20
Train Episode: 20	Loss: 0.555755	Accuracy: 0.800	 Current training data: 20
