Train Episode: 1	Loss: 1.060100	Accuracy: 0.570	 Current training data: 50
Train Episode: 2	Loss: 1.028050	Accuracy: 0.595	 Current training data: 50
Train Episode: 3	Loss: 1.246428	Accuracy: 0.440	 Current training data: 50
Train Episode: 4	Loss: 1.032161	Accuracy: 0.580	 Current training data: 50
Train Episode: 5	Loss: 1.075015	Accuracy: 0.525	 Current training data: 50
Train Episode: 6	Loss: 1.148390	Accuracy: 0.620	 Current training data: 50
Train Episode: 7	Loss: 1.021356	Accuracy: 0.555	 Current training data: 50
Train Episode: 8	Loss: 1.017784	Accuracy: 0.625	 Current training data: 50
Train Episode: 9	Loss: 1.093226	Accuracy: 0.560	 Current training data: 50
Train Episode: 10	Loss: 1.123281	Accuracy: 0.475	 Current training data: 50
Train Episode: 11	Loss: 1.044761	Accuracy: 0.610	 Current training data: 50
Train Episode: 12	Loss: 1.081189	Accuracy: 0.555	 Current training data: 50
Train Episode: 13	Loss: 0.960369	Accuracy: 0.580	 Current training data: 50
Train Episode: 14	Loss: 1.022934	Accuracy: 0.630	 Current training data: 50
Train Episode: 15	Loss: 1.293944	Accuracy: 0.540	 Current training data: 50
Train Episode: 16	Loss: 1.223738	Accuracy: 0.470	 Current training data: 50
Train Episode: 17	Loss: 1.092095	Accuracy: 0.545	 Current training data: 50
Train Episode: 18	Loss: 1.047335	Accuracy: 0.630	 Current training data: 50
Train Episode: 19	Loss: 1.122555	Accuracy: 0.575	 Current training data: 50
Train Episode: 20	Loss: 1.252995	Accuracy: 0.520	 Current training data: 50
