Train Episode: 1	Loss: 3.620759	Accuracy: 0.360	MetaParam_1: 0.001000	MetaParam_2: 0.000000	MetaParam_3: 0.000000	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 12	Loss: 1.230477	Accuracy: 0.560	MetaParam_1: 0.008310	MetaParam_2: -0.010159	MetaParam_3: 0.004879	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 13	Loss: 0.601920	Accuracy: 0.800	MetaParam_1: 0.008546	MetaParam_2: -0.010759	MetaParam_3: 0.005060	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 14	Loss: 1.263124	Accuracy: 0.640	MetaParam_1: 0.008713	MetaParam_2: -0.011326	MetaParam_3: 0.005221	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 15	Loss: 0.572408	Accuracy: 0.800	MetaParam_1: 0.008622	MetaParam_2: -0.011119	MetaParam_3: 0.005475	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 16	Loss: 1.200238	Accuracy: 0.600	MetaParam_1: 0.008402	MetaParam_2: -0.010960	MetaParam_3: 0.005702	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 17	Loss: 0.774216	Accuracy: 0.740	MetaParam_1: 0.008467	MetaParam_2: -0.010469	MetaParam_3: 0.006031	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 18	Loss: 0.922503	Accuracy: 0.660	MetaParam_1: 0.008446	MetaParam_2: -0.010051	MetaParam_3: 0.006333	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 19	Loss: 0.652666	Accuracy: 0.740	MetaParam_1: 0.008395	MetaParam_2: -0.009671	MetaParam_3: 0.006598	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 20	Loss: 1.045234	Accuracy: 0.520	MetaParam_1: 0.008349	MetaParam_2: -0.009330	MetaParam_3: 0.006834	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 21	Loss: 1.121437	Accuracy: 0.560	MetaParam_1: 0.008246	MetaParam_2: -0.008976	MetaParam_3: 0.007053	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 22	Loss: 1.940738	Accuracy: 0.420	MetaParam_1: 0.008128	MetaParam_2: -0.008803	MetaParam_3: 0.007195	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 23	Loss: 0.905792	Accuracy: 0.680	MetaParam_1: 0.007866	MetaParam_2: -0.008582	MetaParam_3: 0.007319	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 24	Loss: 1.054190	Accuracy: 0.480	MetaParam_1: 0.007546	MetaParam_2: -0.008377	MetaParam_3: 0.007452	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 25	Loss: 1.188751	Accuracy: 0.540	MetaParam_1: 0.006943	MetaParam_2: -0.008236	MetaParam_3: 0.007859	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 26	Loss: 0.627435	Accuracy: 0.880	MetaParam_1: 0.006380	MetaParam_2: -0.008078	MetaParam_3: 0.008232	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 27	Loss: 0.850406	Accuracy: 0.700	MetaParam_1: 0.005885	MetaParam_2: -0.007915	MetaParam_3: 0.008568	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 28	Loss: 2.089975	Accuracy: 0.320	MetaParam_1: 0.005456	MetaParam_2: -0.007778	MetaParam_3: 0.008869	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 29	Loss: 3.740448	Accuracy: 0.600	MetaParam_1: 0.005439	MetaParam_2: -0.007660	MetaParam_3: 0.009088	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 30	Loss: 1.767862	Accuracy: 0.560	MetaParam_1: 0.005821	MetaParam_2: -0.007248	MetaParam_3: 0.009116	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 31	Loss: 1.370863	Accuracy: 0.620	MetaParam_1: 0.006487	MetaParam_2: -0.006763	MetaParam_3: 0.008813	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 32	Loss: 0.725035	Accuracy: 0.760	MetaParam_1: 0.007184	MetaParam_2: -0.006367	MetaParam_3: 0.008482	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 33	Loss: 1.134849	Accuracy: 0.600	MetaParam_1: 0.007813	MetaParam_2: -0.006021	MetaParam_3: 0.008177	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 34	Loss: 0.522579	Accuracy: 0.780	MetaParam_1: 0.008384	MetaParam_2: -0.005705	MetaParam_3: 0.007902	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 35	Loss: 0.727264	Accuracy: 0.680	MetaParam_1: 0.008900	MetaParam_2: -0.005423	MetaParam_3: 0.007652	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 36	Loss: 0.766802	Accuracy: 0.760	MetaParam_1: 0.009390	MetaParam_2: -0.005202	MetaParam_3: 0.007453	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 37	Loss: 0.963803	Accuracy: 0.680	MetaParam_1: 0.009839	MetaParam_2: -0.005075	MetaParam_3: 0.007261	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 38	Loss: 0.484320	Accuracy: 0.780	MetaParam_1: 0.010246	MetaParam_2: -0.004968	MetaParam_3: 0.007092	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 39	Loss: 0.679065	Accuracy: 0.720	MetaParam_1: 0.010596	MetaParam_2: -0.004901	MetaParam_3: 0.006925	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 40	Loss: 0.627706	Accuracy: 0.740	MetaParam_1: 0.010904	MetaParam_2: -0.004801	MetaParam_3: 0.006766	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 41	Loss: 1.298651	Accuracy: 0.640	MetaParam_1: 0.011181	MetaParam_2: -0.004730	MetaParam_3: 0.006622	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 42	Loss: 0.595182	Accuracy: 0.740	MetaParam_1: 0.011431	MetaParam_2: -0.004601	MetaParam_3: 0.006445	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 43	Loss: 0.683231	Accuracy: 0.760	MetaParam_1: 0.011657	MetaParam_2: -0.004489	MetaParam_3: 0.006284	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 44	Loss: 0.651106	Accuracy: 0.720	MetaParam_1: 0.011850	MetaParam_2: -0.004379	MetaParam_3: 0.006147	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 45	Loss: 0.659017	Accuracy: 0.700	MetaParam_1: 0.012018	MetaParam_2: -0.004248	MetaParam_3: 0.006018	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 46	Loss: 0.675644	Accuracy: 0.760	MetaParam_1: 0.012166	MetaParam_2: -0.004129	MetaParam_3: 0.005900	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 47	Loss: 0.428005	Accuracy: 0.840	MetaParam_1: 0.012307	MetaParam_2: -0.004070	MetaParam_3: 0.005791	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 48	Loss: 1.187616	Accuracy: 0.700	MetaParam_1: 0.012439	MetaParam_2: -0.004016	MetaParam_3: 0.005703	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 49	Loss: 1.527057	Accuracy: 0.500	MetaParam_1: 0.012556	MetaParam_2: -0.003980	MetaParam_3: 0.005613	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 50	Loss: 0.425566	Accuracy: 0.820	MetaParam_1: 0.012667	MetaParam_2: -0.003921	MetaParam_3: 0.005526	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 51	Loss: 2.053731	Accuracy: 0.400	MetaParam_1: 0.012765	MetaParam_2: -0.003912	MetaParam_3: 0.005424	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 52	Loss: 1.408051	Accuracy: 0.580	MetaParam_1: 0.012836	MetaParam_2: -0.003847	MetaParam_3: 0.005281	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 53	Loss: 0.929370	Accuracy: 0.720	MetaParam_1: 0.012887	MetaParam_2: -0.003852	MetaParam_3: 0.005158	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 54	Loss: 1.972078	Accuracy: 0.400	MetaParam_1: 0.012924	MetaParam_2: -0.003884	MetaParam_3: 0.005050	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 55	Loss: 0.457811	Accuracy: 0.840	MetaParam_1: 0.012946	MetaParam_2: -0.003977	MetaParam_3: 0.004975	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 56	Loss: 1.306766	Accuracy: 0.560	MetaParam_1: 0.012966	MetaParam_2: -0.004083	MetaParam_3: 0.004908	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 57	Loss: 1.246339	Accuracy: 0.520	MetaParam_1: 0.013491	MetaParam_2: -0.003707	MetaParam_3: 0.005249	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 58	Loss: 0.761951	Accuracy: 0.680	MetaParam_1: 0.013964	MetaParam_2: -0.003351	MetaParam_3: 0.005554	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 59	Loss: 1.043357	Accuracy: 0.640	MetaParam_1: 0.014392	MetaParam_2: -0.003059	MetaParam_3: 0.005823	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 60	Loss: 1.127711	Accuracy: 0.500	MetaParam_1: 0.014774	MetaParam_2: -0.002794	MetaParam_3: 0.006068	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 61	Loss: 0.922160	Accuracy: 0.660	MetaParam_1: 0.015119	MetaParam_2: -0.002568	MetaParam_3: 0.006299	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 62	Loss: 1.303005	Accuracy: 0.600	MetaParam_1: 0.015431	MetaParam_2: -0.002382	MetaParam_3: 0.006502	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 63	Loss: 0.182317	Accuracy: 0.920	MetaParam_1: 0.015934	MetaParam_2: -0.002481	MetaParam_3: 0.006803	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 64	Loss: 0.892149	Accuracy: 0.560	MetaParam_1: 0.016404	MetaParam_2: -0.002512	MetaParam_3: 0.007062	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 65	Loss: 1.563406	Accuracy: 0.460	MetaParam_1: 0.016806	MetaParam_2: -0.002560	MetaParam_3: 0.007266	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 66	Loss: 0.979788	Accuracy: 0.660	MetaParam_1: 0.017076	MetaParam_2: -0.002822	MetaParam_3: 0.007825	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 67	Loss: 1.177539	Accuracy: 0.580	MetaParam_1: 0.017384	MetaParam_2: -0.003091	MetaParam_3: 0.008301	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 68	Loss: 1.207637	Accuracy: 0.560	MetaParam_1: 0.017614	MetaParam_2: -0.003228	MetaParam_3: 0.008744	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 69	Loss: 2.462900	Accuracy: 0.580	MetaParam_1: 0.017584	MetaParam_2: -0.003799	MetaParam_3: 0.009296	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 70	Loss: 1.206088	Accuracy: 0.520	MetaParam_1: 0.016766	MetaParam_2: -0.004616	MetaParam_3: 0.008479	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 71	Loss: 0.556544	Accuracy: 0.820	MetaParam_1: 0.016025	MetaParam_2: -0.005357	MetaParam_3: 0.007738	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 72	Loss: 1.621739	Accuracy: 0.480	MetaParam_1: 0.015354	MetaParam_2: -0.006029	MetaParam_3: 0.007067	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 73	Loss: 1.939828	Accuracy: 0.340	MetaParam_1: 0.014744	MetaParam_2: -0.006638	MetaParam_3: 0.006458	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 74	Loss: 1.658291	Accuracy: 0.500	MetaParam_1: 0.014192	MetaParam_2: -0.007190	MetaParam_3: 0.005906	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 75	Loss: 1.174253	Accuracy: 0.640	MetaParam_1: 0.013692	MetaParam_2: -0.007690	MetaParam_3: 0.005406	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 76	Loss: 0.915627	Accuracy: 0.640	MetaParam_1: 0.013238	MetaParam_2: -0.008144	MetaParam_3: 0.004953	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 77	Loss: 0.646873	Accuracy: 0.760	MetaParam_1: 0.012827	MetaParam_2: -0.008555	MetaParam_3: 0.004542	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 78	Loss: 1.776289	Accuracy: 0.480	MetaParam_1: 0.012455	MetaParam_2: -0.008927	MetaParam_3: 0.004170	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 79	Loss: 0.822685	Accuracy: 0.620	MetaParam_1: 0.012118	MetaParam_2: -0.009264	MetaParam_3: 0.003833	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 80	Loss: 1.359547	Accuracy: 0.600	MetaParam_1: 0.011812	MetaParam_2: -0.009570	MetaParam_3: 0.003528	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 81	Loss: 0.523339	Accuracy: 0.720	MetaParam_1: 0.011535	MetaParam_2: -0.009846	MetaParam_3: 0.003251	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 82	Loss: 0.747464	Accuracy: 0.700	MetaParam_1: 0.011284	MetaParam_2: -0.010097	MetaParam_3: 0.003000	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 83	Loss: 0.719697	Accuracy: 0.760	MetaParam_1: 0.011057	MetaParam_2: -0.010324	MetaParam_3: 0.002773	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 84	Loss: 0.668789	Accuracy: 0.720	MetaParam_1: 0.010851	MetaParam_2: -0.010530	MetaParam_3: 0.002568	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 85	Loss: 0.805884	Accuracy: 0.680	MetaParam_1: 0.010665	MetaParam_2: -0.010716	MetaParam_3: 0.002382	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 86	Loss: 0.935509	Accuracy: 0.700	MetaParam_1: 0.010496	MetaParam_2: -0.010885	MetaParam_3: 0.002213	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 87	Loss: 0.493107	Accuracy: 0.860	MetaParam_1: 0.010344	MetaParam_2: -0.011038	MetaParam_3: 0.002060	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 88	Loss: 0.874440	Accuracy: 0.640	MetaParam_1: 0.010205	MetaParam_2: -0.011176	MetaParam_3: 0.001922	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 89	Loss: 0.809201	Accuracy: 0.660	MetaParam_1: 0.010080	MetaParam_2: -0.011301	MetaParam_3: 0.001797	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 90	Loss: 0.525939	Accuracy: 0.860	MetaParam_1: 0.009967	MetaParam_2: -0.011415	MetaParam_3: 0.001684	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 91	Loss: 1.228764	Accuracy: 0.600	MetaParam_1: 0.009864	MetaParam_2: -0.011517	MetaParam_3: 0.001581	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 92	Loss: 0.505483	Accuracy: 0.760	MetaParam_1: 0.009771	MetaParam_2: -0.011610	MetaParam_3: 0.001488	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 93	Loss: 1.186483	Accuracy: 0.560	MetaParam_1: 0.009687	MetaParam_2: -0.011694	MetaParam_3: 0.001404	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 94	Loss: 0.900938	Accuracy: 0.640	MetaParam_1: 0.009611	MetaParam_2: -0.011770	MetaParam_3: 0.001328	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 95	Loss: 0.633367	Accuracy: 0.760	MetaParam_1: 0.009542	MetaParam_2: -0.011839	MetaParam_3: 0.001259	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 96	Loss: 0.597189	Accuracy: 0.780	MetaParam_1: 0.009480	MetaParam_2: -0.011902	MetaParam_3: 0.001197	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 97	Loss: 0.464966	Accuracy: 0.820	MetaParam_1: 0.009423	MetaParam_2: -0.011958	MetaParam_3: 0.001140	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 98	Loss: 1.919327	Accuracy: 0.420	MetaParam_1: 0.009372	MetaParam_2: -0.012009	MetaParam_3: 0.001089	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 99	Loss: 0.469811	Accuracy: 0.900	MetaParam_1: 0.009326	MetaParam_2: -0.012055	MetaParam_3: 0.001043	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 100	Loss: 0.646340	Accuracy: 0.740	MetaParam_1: 0.009284	MetaParam_2: -0.012097	MetaParam_3: 0.001001	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 101	Loss: 0.368007	Accuracy: 0.860	MetaParam_1: 0.009246	MetaParam_2: -0.012135	MetaParam_3: 0.000963	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 102	Loss: 0.705619	Accuracy: 0.720	MetaParam_1: 0.009212	MetaParam_2: -0.012169	MetaParam_3: 0.000929	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 103	Loss: 1.222133	Accuracy: 0.500	MetaParam_1: 0.009181	MetaParam_2: -0.012200	MetaParam_3: 0.000898	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 104	Loss: 0.837292	Accuracy: 0.680	MetaParam_1: 0.009153	MetaParam_2: -0.012228	MetaParam_3: 0.000870	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 105	Loss: 1.199834	Accuracy: 0.540	MetaParam_1: 0.009128	MetaParam_2: -0.012253	MetaParam_3: 0.000845	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 106	Loss: 0.901460	Accuracy: 0.600	MetaParam_1: 0.009105	MetaParam_2: -0.012276	MetaParam_3: 0.000822	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 107	Loss: 1.810176	Accuracy: 0.400	MetaParam_1: 0.009084	MetaParam_2: -0.012297	MetaParam_3: 0.000801	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 108	Loss: 0.283806	Accuracy: 0.900	MetaParam_1: 0.009065	MetaParam_2: -0.012316	MetaParam_3: 0.000782	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 109	Loss: 0.712312	Accuracy: 0.740	MetaParam_1: 0.009048	MetaParam_2: -0.012333	MetaParam_3: 0.000765	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 110	Loss: 0.728429	Accuracy: 0.700	MetaParam_1: 0.009033	MetaParam_2: -0.012348	MetaParam_3: 0.000750	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 111	Loss: 0.885415	Accuracy: 0.740	MetaParam_1: 0.009019	MetaParam_2: -0.012362	MetaParam_3: 0.000736	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 112	Loss: 0.131855	Accuracy: 0.940	MetaParam_1: 0.009006	MetaParam_2: -0.012374	MetaParam_3: 0.000724	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 113	Loss: 0.481949	Accuracy: 0.900	MetaParam_1: 0.008995	MetaParam_2: -0.012386	MetaParam_3: 0.000713	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 114	Loss: 0.793667	Accuracy: 0.760	MetaParam_1: 0.008985	MetaParam_2: -0.012396	MetaParam_3: 0.000702	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 115	Loss: 0.583951	Accuracy: 0.800	MetaParam_1: 0.008975	MetaParam_2: -0.012405	MetaParam_3: 0.000693	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 116	Loss: 1.308102	Accuracy: 0.560	MetaParam_1: 0.008967	MetaParam_2: -0.012414	MetaParam_3: 0.000685	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 117	Loss: 0.606815	Accuracy: 0.740	MetaParam_1: 0.008959	MetaParam_2: -0.012421	MetaParam_3: 0.000677	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 118	Loss: 0.921874	Accuracy: 0.620	MetaParam_1: 0.008952	MetaParam_2: -0.012428	MetaParam_3: 0.000670	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 119	Loss: 0.937027	Accuracy: 0.620	MetaParam_1: 0.008946	MetaParam_2: -0.012434	MetaParam_3: 0.000664	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 120	Loss: 0.461959	Accuracy: 0.860	MetaParam_1: 0.008941	MetaParam_2: -0.012440	MetaParam_3: 0.000658	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 121	Loss: 0.539943	Accuracy: 0.840	MetaParam_1: 0.008935	MetaParam_2: -0.012445	MetaParam_3: 0.000653	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 122	Loss: 0.558064	Accuracy: 0.840	MetaParam_1: 0.008931	MetaParam_2: -0.012449	MetaParam_3: 0.000649	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 123	Loss: 0.712256	Accuracy: 0.700	MetaParam_1: 0.008927	MetaParam_2: -0.012454	MetaParam_3: 0.000645	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 124	Loss: 0.843540	Accuracy: 0.560	MetaParam_1: 0.008923	MetaParam_2: -0.012457	MetaParam_3: 0.000641	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 125	Loss: 1.125667	Accuracy: 0.620	MetaParam_1: 0.008920	MetaParam_2: -0.012461	MetaParam_3: 0.000637	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 126	Loss: 0.840079	Accuracy: 0.640	MetaParam_1: 0.008916	MetaParam_2: -0.012464	MetaParam_3: 0.000634	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 127	Loss: 0.470835	Accuracy: 0.840	MetaParam_1: 0.008914	MetaParam_2: -0.012467	MetaParam_3: 0.000632	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 128	Loss: 0.610872	Accuracy: 0.800	MetaParam_1: 0.008911	MetaParam_2: -0.012469	MetaParam_3: 0.000629	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 129	Loss: 0.444434	Accuracy: 0.820	MetaParam_1: 0.008909	MetaParam_2: -0.012471	MetaParam_3: 0.000627	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 130	Loss: 0.653809	Accuracy: 0.740	MetaParam_1: 0.008907	MetaParam_2: -0.012474	MetaParam_3: 0.000625	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 131	Loss: 0.932265	Accuracy: 0.620	MetaParam_1: 0.008905	MetaParam_2: -0.012475	MetaParam_3: 0.000623	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 132	Loss: 1.029793	Accuracy: 0.560	MetaParam_1: 0.008903	MetaParam_2: -0.012477	MetaParam_3: 0.000621	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 133	Loss: 1.143752	Accuracy: 0.560	MetaParam_1: 0.008902	MetaParam_2: -0.012479	MetaParam_3: 0.000620	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 134	Loss: 0.596449	Accuracy: 0.760	MetaParam_1: 0.008900	MetaParam_2: -0.012480	MetaParam_3: 0.000619	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 135	Loss: 1.112602	Accuracy: 0.760	MetaParam_1: 0.008899	MetaParam_2: -0.012481	MetaParam_3: 0.000617	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 136	Loss: 0.496688	Accuracy: 0.860	MetaParam_1: 0.008898	MetaParam_2: -0.012482	MetaParam_3: 0.000616	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 137	Loss: 1.254812	Accuracy: 0.600	MetaParam_1: 0.008897	MetaParam_2: -0.012483	MetaParam_3: 0.000615	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 138	Loss: 0.504255	Accuracy: 0.840	MetaParam_1: 0.008896	MetaParam_2: -0.012484	MetaParam_3: 0.000614	MetaParam_4: 0.000000	MetaParam_5: 0.000000
Train Episode: 139	Loss: 1.152238	Accuracy: 0.640	MetaParam_1: 0.008895	MetaParam_2: -0.012485	MetaParam_3: 0.000613	MetaParam_4: 0.000000	MetaParam_5: 0.000000
