Runner Episode: 1	Loss: 0.839088	Accuracy: 0.730 	 Current Training Data Per Class: 100
Runner Episode: 2	Loss: 0.568060	Accuracy: 0.810 	 Current Training Data Per Class: 100
Runner Episode: 3	Loss: 0.289573	Accuracy: 0.880 	 Current Training Data Per Class: 100
Runner Episode: 4	Loss: 0.415898	Accuracy: 0.860 	 Current Training Data Per Class: 100
Runner Episode: 5	Loss: 0.797318	Accuracy: 0.750 	 Current Training Data Per Class: 100
Runner Episode: 6	Loss: 0.510423	Accuracy: 0.830 	 Current Training Data Per Class: 100
Runner Episode: 7	Loss: 0.525875	Accuracy: 0.820 	 Current Training Data Per Class: 100
Runner Episode: 8	Loss: 0.246733	Accuracy: 0.950 	 Current Training Data Per Class: 100
Runner Episode: 9	Loss: 0.974881	Accuracy: 0.660 	 Current Training Data Per Class: 100
Runner Episode: 10	Loss: 0.579657	Accuracy: 0.820 	 Current Training Data Per Class: 100
Runner Episode: 11	Loss: 0.474449	Accuracy: 0.830 	 Current Training Data Per Class: 100
Runner Episode: 12	Loss: 0.390274	Accuracy: 0.900 	 Current Training Data Per Class: 100
Runner Episode: 13	Loss: 0.291871	Accuracy: 0.890 	 Current Training Data Per Class: 100
Runner Episode: 14	Loss: 0.443679	Accuracy: 0.810 	 Current Training Data Per Class: 100
Runner Episode: 15	Loss: 0.437038	Accuracy: 0.820 	 Current Training Data Per Class: 100
Runner Episode: 16	Loss: 0.310852	Accuracy: 0.900 	 Current Training Data Per Class: 100
Runner Episode: 17	Loss: 0.427024	Accuracy: 0.850 	 Current Training Data Per Class: 100
Runner Episode: 18	Loss: 0.491100	Accuracy: 0.850 	 Current Training Data Per Class: 100
Runner Episode: 19	Loss: 0.547296	Accuracy: 0.830 	 Current Training Data Per Class: 100
Runner Episode: 20	Loss: 0.343327	Accuracy: 0.900 	 Current Training Data Per Class: 100
Runner Episode: 21	Loss: 0.545214	Accuracy: 0.830 	 Current Training Data Per Class: 100
Runner Episode: 22	Loss: 0.537766	Accuracy: 0.750 	 Current Training Data Per Class: 100
Runner Episode: 23	Loss: 0.467550	Accuracy: 0.820 	 Current Training Data Per Class: 100
Runner Episode: 24	Loss: 0.574565	Accuracy: 0.760 	 Current Training Data Per Class: 100
Runner Episode: 25	Loss: 0.989079	Accuracy: 0.670 	 Current Training Data Per Class: 100
Runner Episode: 26	Loss: 0.557818	Accuracy: 0.800 	 Current Training Data Per Class: 100
Runner Episode: 27	Loss: 0.467504	Accuracy: 0.850 	 Current Training Data Per Class: 100
Runner Episode: 28	Loss: 0.536412	Accuracy: 0.810 	 Current Training Data Per Class: 100
Runner Episode: 29	Loss: 0.608018	Accuracy: 0.830 	 Current Training Data Per Class: 100
Runner Episode: 30	Loss: 0.381080	Accuracy: 0.870 	 Current Training Data Per Class: 100
Runner Episode: 31	Loss: 0.258208	Accuracy: 0.920 	 Current Training Data Per Class: 100
Runner Episode: 32	Loss: 0.258736	Accuracy: 0.910 	 Current Training Data Per Class: 100
Runner Episode: 33	Loss: 0.604430	Accuracy: 0.750 	 Current Training Data Per Class: 100
Runner Episode: 34	Loss: 0.649439	Accuracy: 0.790 	 Current Training Data Per Class: 100
Runner Episode: 35	Loss: 0.229034	Accuracy: 0.900 	 Current Training Data Per Class: 100
Runner Episode: 36	Loss: 0.912665	Accuracy: 0.690 	 Current Training Data Per Class: 100
Runner Episode: 37	Loss: 0.617271	Accuracy: 0.800 	 Current Training Data Per Class: 100
Runner Episode: 38	Loss: 0.612258	Accuracy: 0.780 	 Current Training Data Per Class: 100
Runner Episode: 39	Loss: 0.519688	Accuracy: 0.830 	 Current Training Data Per Class: 100
Runner Episode: 40	Loss: 0.730566	Accuracy: 0.740 	 Current Training Data Per Class: 100
Runner Episode: 41	Loss: 0.823180	Accuracy: 0.720 	 Current Training Data Per Class: 100
Runner Episode: 42	Loss: 0.531212	Accuracy: 0.780 	 Current Training Data Per Class: 100
Runner Episode: 43	Loss: 0.615226	Accuracy: 0.790 	 Current Training Data Per Class: 100
Runner Episode: 44	Loss: 0.613016	Accuracy: 0.800 	 Current Training Data Per Class: 100
Runner Episode: 45	Loss: 0.527074	Accuracy: 0.780 	 Current Training Data Per Class: 100
Runner Episode: 46	Loss: 0.507746	Accuracy: 0.780 	 Current Training Data Per Class: 100
Runner Episode: 47	Loss: 0.761596	Accuracy: 0.740 	 Current Training Data Per Class: 100
Runner Episode: 48	Loss: 0.446417	Accuracy: 0.840 	 Current Training Data Per Class: 100
Runner Episode: 49	Loss: 0.250473	Accuracy: 0.910 	 Current Training Data Per Class: 100
Runner Episode: 50	Loss: 0.912508	Accuracy: 0.670 	 Current Training Data Per Class: 100
