Train Episode: 1	Loss: 1.408113	Accuracy: 0.430	 Current training data: 60
Train Episode: 2	Loss: 1.308483	Accuracy: 0.590	 Current training data: 60
Train Episode: 3	Loss: 1.272151	Accuracy: 0.380	 Current training data: 60
Train Episode: 4	Loss: 1.163703	Accuracy: 0.580	 Current training data: 60
Train Episode: 5	Loss: 0.909264	Accuracy: 0.530	 Current training data: 60
Train Episode: 6	Loss: 1.301311	Accuracy: 0.400	 Current training data: 60
Train Episode: 7	Loss: 1.335542	Accuracy: 0.410	 Current training data: 60
Train Episode: 8	Loss: 1.237823	Accuracy: 0.370	 Current training data: 60
Train Episode: 9	Loss: 1.415547	Accuracy: 0.290	 Current training data: 60
Train Episode: 10	Loss: 0.973915	Accuracy: 0.510	 Current training data: 60
Train Episode: 11	Loss: 1.142950	Accuracy: 0.550	 Current training data: 60
Train Episode: 12	Loss: 1.125301	Accuracy: 0.390	 Current training data: 60
Train Episode: 13	Loss: 1.068192	Accuracy: 0.620	 Current training data: 60
Train Episode: 14	Loss: 0.983392	Accuracy: 0.540	 Current training data: 60
Train Episode: 15	Loss: 1.255429	Accuracy: 0.490	 Current training data: 60
Train Episode: 16	Loss: 1.367731	Accuracy: 0.510	 Current training data: 60
Train Episode: 17	Loss: 1.291270	Accuracy: 0.540	 Current training data: 60
Train Episode: 18	Loss: 1.319171	Accuracy: 0.320	 Current training data: 60
Train Episode: 19	Loss: 1.510962	Accuracy: 0.550	 Current training data: 60
Train Episode: 20	Loss: 1.169663	Accuracy: 0.560	 Current training data: 60
