Train Episode: 1	Loss: 1.242464	Accuracy: 0.460	 Current training data: 500
Train Episode: 2	Loss: 1.161096	Accuracy: 0.455	 Current training data: 500
Train Episode: 3	Loss: 0.913043	Accuracy: 0.640	 Current training data: 500
Train Episode: 4	Loss: 0.975499	Accuracy: 0.590	 Current training data: 500
Train Episode: 5	Loss: 1.019523	Accuracy: 0.595	 Current training data: 500
Train Episode: 6	Loss: 1.051975	Accuracy: 0.580	 Current training data: 500
Train Episode: 7	Loss: 1.017554	Accuracy: 0.605	 Current training data: 500
Train Episode: 8	Loss: 1.084727	Accuracy: 0.530	 Current training data: 500
Train Episode: 9	Loss: 0.984095	Accuracy: 0.590	 Current training data: 500
Train Episode: 10	Loss: 1.525601	Accuracy: 0.315	 Current training data: 500
Train Episode: 11	Loss: 1.319863	Accuracy: 0.390	 Current training data: 500
Train Episode: 12	Loss: 1.072421	Accuracy: 0.600	 Current training data: 500
Train Episode: 13	Loss: 1.008124	Accuracy: 0.600	 Current training data: 500
Train Episode: 14	Loss: 1.070042	Accuracy: 0.585	 Current training data: 500
Train Episode: 15	Loss: 0.894182	Accuracy: 0.640	 Current training data: 500
Train Episode: 16	Loss: 1.033855	Accuracy: 0.480	 Current training data: 500
Train Episode: 17	Loss: 1.174850	Accuracy: 0.500	 Current training data: 500
Train Episode: 18	Loss: 1.059196	Accuracy: 0.565	 Current training data: 500
Train Episode: 19	Loss: 1.001145	Accuracy: 0.575	 Current training data: 500
Train Episode: 20	Loss: 1.281776	Accuracy: 0.515	 Current training data: 500
