Train Episode: 1	Loss: 0.948416	Accuracy: 0.590	 Current training data: 100
Train Episode: 2	Loss: 1.161085	Accuracy: 0.550	 Current training data: 100
Train Episode: 3	Loss: 0.875084	Accuracy: 0.640	 Current training data: 100
Train Episode: 4	Loss: 0.874612	Accuracy: 0.685	 Current training data: 100
Train Episode: 5	Loss: 1.006615	Accuracy: 0.545	 Current training data: 100
Train Episode: 6	Loss: 0.994687	Accuracy: 0.605	 Current training data: 100
Train Episode: 7	Loss: 1.065434	Accuracy: 0.515	 Current training data: 100
Train Episode: 8	Loss: 0.993116	Accuracy: 0.635	 Current training data: 100
Train Episode: 9	Loss: 0.975807	Accuracy: 0.635	 Current training data: 100
Train Episode: 10	Loss: 0.907863	Accuracy: 0.570	 Current training data: 100
Train Episode: 11	Loss: 0.903832	Accuracy: 0.640	 Current training data: 100
Train Episode: 12	Loss: 1.213063	Accuracy: 0.605	 Current training data: 100
Train Episode: 13	Loss: 0.948027	Accuracy: 0.640	 Current training data: 100
Train Episode: 14	Loss: 1.059711	Accuracy: 0.610	 Current training data: 100
Train Episode: 15	Loss: 0.933485	Accuracy: 0.675	 Current training data: 100
Train Episode: 16	Loss: 0.759022	Accuracy: 0.695	 Current training data: 100
Train Episode: 17	Loss: 0.894694	Accuracy: 0.650	 Current training data: 100
Train Episode: 18	Loss: 1.085951	Accuracy: 0.580	 Current training data: 100
Train Episode: 19	Loss: 0.837635	Accuracy: 0.665	 Current training data: 100
Train Episode: 20	Loss: 0.944559	Accuracy: 0.610	 Current training data: 100
