Runner Episode: 1	Loss: 0.630428	Accuracy: 0.770 	 Current Training Data Per Class: 170
Runner Episode: 2	Loss: 0.435850	Accuracy: 0.850 	 Current Training Data Per Class: 170
Runner Episode: 3	Loss: 0.331544	Accuracy: 0.880 	 Current Training Data Per Class: 170
Runner Episode: 4	Loss: 0.420882	Accuracy: 0.790 	 Current Training Data Per Class: 170
Runner Episode: 5	Loss: 0.664318	Accuracy: 0.680 	 Current Training Data Per Class: 170
Runner Episode: 6	Loss: 0.204303	Accuracy: 0.920 	 Current Training Data Per Class: 170
Runner Episode: 7	Loss: 0.659955	Accuracy: 0.810 	 Current Training Data Per Class: 170
Runner Episode: 8	Loss: 0.416980	Accuracy: 0.850 	 Current Training Data Per Class: 170
Runner Episode: 9	Loss: 0.368917	Accuracy: 0.870 	 Current Training Data Per Class: 170
Runner Episode: 10	Loss: 0.488166	Accuracy: 0.840 	 Current Training Data Per Class: 170
Runner Episode: 11	Loss: 0.622510	Accuracy: 0.810 	 Current Training Data Per Class: 170
Runner Episode: 12	Loss: 0.818559	Accuracy: 0.720 	 Current Training Data Per Class: 170
Runner Episode: 13	Loss: 0.539983	Accuracy: 0.850 	 Current Training Data Per Class: 170
Runner Episode: 14	Loss: 0.428046	Accuracy: 0.850 	 Current Training Data Per Class: 170
Runner Episode: 15	Loss: 0.379029	Accuracy: 0.840 	 Current Training Data Per Class: 170
Runner Episode: 16	Loss: 0.434625	Accuracy: 0.820 	 Current Training Data Per Class: 170
Runner Episode: 17	Loss: 0.335830	Accuracy: 0.870 	 Current Training Data Per Class: 170
Runner Episode: 18	Loss: 0.208448	Accuracy: 0.940 	 Current Training Data Per Class: 170
Runner Episode: 19	Loss: 0.530227	Accuracy: 0.800 	 Current Training Data Per Class: 170
Runner Episode: 20	Loss: 0.651434	Accuracy: 0.790 	 Current Training Data Per Class: 170
Runner Episode: 21	Loss: 0.411101	Accuracy: 0.840 	 Current Training Data Per Class: 170
Runner Episode: 22	Loss: 0.384575	Accuracy: 0.890 	 Current Training Data Per Class: 170
Runner Episode: 23	Loss: 0.381756	Accuracy: 0.870 	 Current Training Data Per Class: 170
Runner Episode: 24	Loss: 0.504136	Accuracy: 0.850 	 Current Training Data Per Class: 170
Runner Episode: 25	Loss: 0.189119	Accuracy: 0.910 	 Current Training Data Per Class: 170
Runner Episode: 26	Loss: 0.458111	Accuracy: 0.810 	 Current Training Data Per Class: 170
Runner Episode: 27	Loss: 0.723583	Accuracy: 0.680 	 Current Training Data Per Class: 170
Runner Episode: 28	Loss: 0.294587	Accuracy: 0.930 	 Current Training Data Per Class: 170
Runner Episode: 29	Loss: 0.409872	Accuracy: 0.850 	 Current Training Data Per Class: 170
Runner Episode: 30	Loss: 0.509746	Accuracy: 0.820 	 Current Training Data Per Class: 170
Runner Episode: 31	Loss: 0.417745	Accuracy: 0.860 	 Current Training Data Per Class: 170
Runner Episode: 32	Loss: 0.403502	Accuracy: 0.870 	 Current Training Data Per Class: 170
Runner Episode: 33	Loss: 0.718916	Accuracy: 0.750 	 Current Training Data Per Class: 170
Runner Episode: 34	Loss: 0.372385	Accuracy: 0.880 	 Current Training Data Per Class: 170
Runner Episode: 35	Loss: 0.458003	Accuracy: 0.800 	 Current Training Data Per Class: 170
Runner Episode: 36	Loss: 0.282020	Accuracy: 0.910 	 Current Training Data Per Class: 170
Runner Episode: 37	Loss: 0.318540	Accuracy: 0.920 	 Current Training Data Per Class: 170
Runner Episode: 38	Loss: 0.638846	Accuracy: 0.760 	 Current Training Data Per Class: 170
Runner Episode: 39	Loss: 0.522314	Accuracy: 0.790 	 Current Training Data Per Class: 170
Runner Episode: 40	Loss: 0.433479	Accuracy: 0.820 	 Current Training Data Per Class: 170
Runner Episode: 41	Loss: 0.569770	Accuracy: 0.790 	 Current Training Data Per Class: 170
Runner Episode: 42	Loss: 0.631327	Accuracy: 0.820 	 Current Training Data Per Class: 170
Runner Episode: 43	Loss: 0.556884	Accuracy: 0.810 	 Current Training Data Per Class: 170
Runner Episode: 44	Loss: 0.798964	Accuracy: 0.640 	 Current Training Data Per Class: 170
Runner Episode: 45	Loss: 0.489937	Accuracy: 0.820 	 Current Training Data Per Class: 170
Runner Episode: 46	Loss: 0.459021	Accuracy: 0.840 	 Current Training Data Per Class: 170
Runner Episode: 47	Loss: 0.492995	Accuracy: 0.850 	 Current Training Data Per Class: 170
Runner Episode: 48	Loss: 0.777323	Accuracy: 0.710 	 Current Training Data Per Class: 170
Runner Episode: 49	Loss: 0.481325	Accuracy: 0.820 	 Current Training Data Per Class: 170
Runner Episode: 50	Loss: 0.298633	Accuracy: 0.930 	 Current Training Data Per Class: 170
