Train Episode: 1	Loss: 0.871179	Accuracy: 0.675	 Current training data: 200
Train Episode: 2	Loss: 1.020991	Accuracy: 0.650	 Current training data: 200
Train Episode: 3	Loss: 0.879448	Accuracy: 0.655	 Current training data: 200
Train Episode: 4	Loss: 0.873646	Accuracy: 0.645	 Current training data: 200
Train Episode: 5	Loss: 0.990935	Accuracy: 0.650	 Current training data: 200
Train Episode: 6	Loss: 0.745521	Accuracy: 0.720	 Current training data: 200
Train Episode: 7	Loss: 1.281525	Accuracy: 0.610	 Current training data: 200
Train Episode: 8	Loss: 0.744581	Accuracy: 0.690	 Current training data: 200
Train Episode: 9	Loss: 0.924385	Accuracy: 0.665	 Current training data: 200
Train Episode: 10	Loss: 0.968336	Accuracy: 0.670	 Current training data: 200
Train Episode: 11	Loss: 0.747877	Accuracy: 0.705	 Current training data: 200
Train Episode: 12	Loss: 0.768731	Accuracy: 0.710	 Current training data: 200
Train Episode: 13	Loss: 3.716940	Accuracy: 0.485	 Current training data: 200
Train Episode: 14	Loss: 0.981452	Accuracy: 0.645	 Current training data: 200
Train Episode: 15	Loss: 0.830841	Accuracy: 0.650	 Current training data: 200
Train Episode: 16	Loss: 0.674895	Accuracy: 0.730	 Current training data: 200
Train Episode: 17	Loss: 1.048207	Accuracy: 0.615	 Current training data: 200
Train Episode: 18	Loss: 0.919024	Accuracy: 0.660	 Current training data: 200
Train Episode: 19	Loss: 0.921552	Accuracy: 0.670	 Current training data: 200
Train Episode: 20	Loss: 0.758283	Accuracy: 0.710	 Current training data: 200
