Runner Episode: 1	Loss: 0.625323	Accuracy: 0.810 	 Current Training Data Per Class: 225
Runner Episode: 2	Loss: 0.671305	Accuracy: 0.730 	 Current Training Data Per Class: 225
Runner Episode: 3	Loss: 0.272660	Accuracy: 0.930 	 Current Training Data Per Class: 225
Runner Episode: 4	Loss: 0.445816	Accuracy: 0.900 	 Current Training Data Per Class: 225
Runner Episode: 5	Loss: 0.652943	Accuracy: 0.710 	 Current Training Data Per Class: 225
Runner Episode: 6	Loss: 0.404397	Accuracy: 0.890 	 Current Training Data Per Class: 225
Runner Episode: 7	Loss: 0.501008	Accuracy: 0.860 	 Current Training Data Per Class: 225
Runner Episode: 8	Loss: 0.299530	Accuracy: 0.930 	 Current Training Data Per Class: 225
Runner Episode: 9	Loss: 0.714344	Accuracy: 0.800 	 Current Training Data Per Class: 225
Runner Episode: 10	Loss: 0.517408	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 11	Loss: 0.564387	Accuracy: 0.780 	 Current Training Data Per Class: 225
Runner Episode: 12	Loss: 0.483032	Accuracy: 0.840 	 Current Training Data Per Class: 225
Runner Episode: 13	Loss: 0.418606	Accuracy: 0.840 	 Current Training Data Per Class: 225
Runner Episode: 14	Loss: 0.596804	Accuracy: 0.820 	 Current Training Data Per Class: 225
Runner Episode: 15	Loss: 1.461333	Accuracy: 0.590 	 Current Training Data Per Class: 225
Runner Episode: 16	Loss: 0.257801	Accuracy: 0.910 	 Current Training Data Per Class: 225
Runner Episode: 17	Loss: 0.339700	Accuracy: 0.890 	 Current Training Data Per Class: 225
Runner Episode: 18	Loss: 0.564414	Accuracy: 0.810 	 Current Training Data Per Class: 225
Runner Episode: 19	Loss: 0.609214	Accuracy: 0.780 	 Current Training Data Per Class: 225
Runner Episode: 20	Loss: 0.420052	Accuracy: 0.910 	 Current Training Data Per Class: 225
Runner Episode: 21	Loss: 1.092256	Accuracy: 0.700 	 Current Training Data Per Class: 225
Runner Episode: 22	Loss: 0.745521	Accuracy: 0.780 	 Current Training Data Per Class: 225
Runner Episode: 23	Loss: 0.559132	Accuracy: 0.810 	 Current Training Data Per Class: 225
Runner Episode: 24	Loss: 0.385230	Accuracy: 0.900 	 Current Training Data Per Class: 225
Runner Episode: 25	Loss: 1.017100	Accuracy: 0.660 	 Current Training Data Per Class: 225
Runner Episode: 26	Loss: 0.633769	Accuracy: 0.770 	 Current Training Data Per Class: 225
Runner Episode: 27	Loss: 0.558574	Accuracy: 0.790 	 Current Training Data Per Class: 225
Runner Episode: 28	Loss: 0.479838	Accuracy: 0.810 	 Current Training Data Per Class: 225
Runner Episode: 29	Loss: 0.749001	Accuracy: 0.710 	 Current Training Data Per Class: 225
Runner Episode: 30	Loss: 0.367635	Accuracy: 0.900 	 Current Training Data Per Class: 225
Runner Episode: 31	Loss: 0.441694	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 32	Loss: 0.379838	Accuracy: 0.880 	 Current Training Data Per Class: 225
Runner Episode: 33	Loss: 0.650550	Accuracy: 0.760 	 Current Training Data Per Class: 225
Runner Episode: 34	Loss: 0.591364	Accuracy: 0.780 	 Current Training Data Per Class: 225
Runner Episode: 35	Loss: 0.291935	Accuracy: 0.900 	 Current Training Data Per Class: 225
Runner Episode: 36	Loss: 0.629089	Accuracy: 0.750 	 Current Training Data Per Class: 225
Runner Episode: 37	Loss: 0.407191	Accuracy: 0.910 	 Current Training Data Per Class: 225
Runner Episode: 38	Loss: 0.431652	Accuracy: 0.880 	 Current Training Data Per Class: 225
Runner Episode: 39	Loss: 0.393087	Accuracy: 0.920 	 Current Training Data Per Class: 225
Runner Episode: 40	Loss: 0.556797	Accuracy: 0.820 	 Current Training Data Per Class: 225
Runner Episode: 41	Loss: 0.723219	Accuracy: 0.770 	 Current Training Data Per Class: 225
Runner Episode: 42	Loss: 0.382761	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 43	Loss: 0.771028	Accuracy: 0.750 	 Current Training Data Per Class: 225
Runner Episode: 44	Loss: 0.450980	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 45	Loss: 0.764180	Accuracy: 0.720 	 Current Training Data Per Class: 225
Runner Episode: 46	Loss: 0.465085	Accuracy: 0.820 	 Current Training Data Per Class: 225
Runner Episode: 47	Loss: 0.535306	Accuracy: 0.870 	 Current Training Data Per Class: 225
Runner Episode: 48	Loss: 0.301081	Accuracy: 0.910 	 Current Training Data Per Class: 225
Runner Episode: 49	Loss: 0.330323	Accuracy: 0.860 	 Current Training Data Per Class: 225
Runner Episode: 50	Loss: 0.760816	Accuracy: 0.780 	 Current Training Data Per Class: 225
