Train Episode: 1	Loss: 0.967456	Accuracy: 0.565	 Current training data: 700
Train Episode: 2	Loss: 0.746541	Accuracy: 0.670	 Current training data: 700
Train Episode: 3	Loss: 0.797932	Accuracy: 0.720	 Current training data: 700
Train Episode: 4	Loss: 1.760689	Accuracy: 0.365	 Current training data: 700
Train Episode: 5	Loss: 0.853229	Accuracy: 0.685	 Current training data: 700
Train Episode: 6	Loss: 0.992867	Accuracy: 0.600	 Current training data: 700
Train Episode: 7	Loss: 0.975551	Accuracy: 0.610	 Current training data: 700
Train Episode: 8	Loss: 0.951739	Accuracy: 0.655	 Current training data: 700
Train Episode: 9	Loss: 1.051307	Accuracy: 0.600	 Current training data: 700
Train Episode: 10	Loss: 1.385571	Accuracy: 0.490	 Current training data: 700
Train Episode: 11	Loss: 1.217717	Accuracy: 0.405	 Current training data: 700
Train Episode: 12	Loss: 1.131670	Accuracy: 0.515	 Current training data: 700
Train Episode: 13	Loss: 0.776875	Accuracy: 0.660	 Current training data: 700
Train Episode: 14	Loss: 1.174154	Accuracy: 0.560	 Current training data: 700
Train Episode: 15	Loss: 0.820701	Accuracy: 0.655	 Current training data: 700
Train Episode: 16	Loss: 0.983474	Accuracy: 0.585	 Current training data: 700
Train Episode: 17	Loss: 1.069285	Accuracy: 0.640	 Current training data: 700
Train Episode: 18	Loss: 1.257673	Accuracy: 0.550	 Current training data: 700
Train Episode: 19	Loss: 0.862011	Accuracy: 0.665	 Current training data: 700
Train Episode: 20	Loss: 0.927036	Accuracy: 0.630	 Current training data: 700
