Runner Episode: 1	Loss: 0.277502	Accuracy: 0.910 	 Current Training Data Per Class: 120
Runner Episode: 2	Loss: 0.402623	Accuracy: 0.870 	 Current Training Data Per Class: 120
Runner Episode: 3	Loss: 0.610995	Accuracy: 0.770 	 Current Training Data Per Class: 120
Runner Episode: 4	Loss: 0.572358	Accuracy: 0.780 	 Current Training Data Per Class: 120
Runner Episode: 5	Loss: 0.266575	Accuracy: 0.900 	 Current Training Data Per Class: 120
Runner Episode: 6	Loss: 0.541094	Accuracy: 0.850 	 Current Training Data Per Class: 120
Runner Episode: 7	Loss: 0.460407	Accuracy: 0.850 	 Current Training Data Per Class: 120
Runner Episode: 8	Loss: 0.347650	Accuracy: 0.870 	 Current Training Data Per Class: 120
Runner Episode: 9	Loss: 0.622155	Accuracy: 0.780 	 Current Training Data Per Class: 120
Runner Episode: 10	Loss: 0.786809	Accuracy: 0.720 	 Current Training Data Per Class: 120
Runner Episode: 11	Loss: 1.163431	Accuracy: 0.620 	 Current Training Data Per Class: 120
Runner Episode: 12	Loss: 0.429845	Accuracy: 0.820 	 Current Training Data Per Class: 120
Runner Episode: 13	Loss: 0.533235	Accuracy: 0.820 	 Current Training Data Per Class: 120
Runner Episode: 14	Loss: 0.413721	Accuracy: 0.900 	 Current Training Data Per Class: 120
Runner Episode: 15	Loss: 0.348154	Accuracy: 0.870 	 Current Training Data Per Class: 120
Runner Episode: 16	Loss: 0.456750	Accuracy: 0.790 	 Current Training Data Per Class: 120
Runner Episode: 17	Loss: 0.211665	Accuracy: 0.940 	 Current Training Data Per Class: 120
Runner Episode: 18	Loss: 0.580227	Accuracy: 0.750 	 Current Training Data Per Class: 120
Runner Episode: 19	Loss: 0.608721	Accuracy: 0.770 	 Current Training Data Per Class: 120
Runner Episode: 20	Loss: 0.545776	Accuracy: 0.790 	 Current Training Data Per Class: 120
Runner Episode: 21	Loss: 0.337644	Accuracy: 0.890 	 Current Training Data Per Class: 120
Runner Episode: 22	Loss: 0.457156	Accuracy: 0.870 	 Current Training Data Per Class: 120
Runner Episode: 23	Loss: 0.540279	Accuracy: 0.800 	 Current Training Data Per Class: 120
Runner Episode: 24	Loss: 1.027305	Accuracy: 0.630 	 Current Training Data Per Class: 120
Runner Episode: 25	Loss: 0.482194	Accuracy: 0.820 	 Current Training Data Per Class: 120
Runner Episode: 26	Loss: 0.544854	Accuracy: 0.800 	 Current Training Data Per Class: 120
Runner Episode: 27	Loss: 0.478374	Accuracy: 0.860 	 Current Training Data Per Class: 120
Runner Episode: 28	Loss: 0.434642	Accuracy: 0.870 	 Current Training Data Per Class: 120
Runner Episode: 29	Loss: 0.466803	Accuracy: 0.860 	 Current Training Data Per Class: 120
Runner Episode: 30	Loss: 0.358637	Accuracy: 0.860 	 Current Training Data Per Class: 120
Runner Episode: 31	Loss: 0.519666	Accuracy: 0.760 	 Current Training Data Per Class: 120
Runner Episode: 32	Loss: 0.315562	Accuracy: 0.880 	 Current Training Data Per Class: 120
Runner Episode: 33	Loss: 0.607912	Accuracy: 0.790 	 Current Training Data Per Class: 120
Runner Episode: 34	Loss: 0.456363	Accuracy: 0.830 	 Current Training Data Per Class: 120
Runner Episode: 35	Loss: 0.245213	Accuracy: 0.940 	 Current Training Data Per Class: 120
Runner Episode: 36	Loss: 0.420200	Accuracy: 0.870 	 Current Training Data Per Class: 120
Runner Episode: 37	Loss: 0.592387	Accuracy: 0.810 	 Current Training Data Per Class: 120
Runner Episode: 38	Loss: 0.457832	Accuracy: 0.800 	 Current Training Data Per Class: 120
Runner Episode: 39	Loss: 0.522107	Accuracy: 0.810 	 Current Training Data Per Class: 120
Runner Episode: 40	Loss: 0.543569	Accuracy: 0.800 	 Current Training Data Per Class: 120
Runner Episode: 41	Loss: 0.467623	Accuracy: 0.840 	 Current Training Data Per Class: 120
Runner Episode: 42	Loss: 0.510217	Accuracy: 0.850 	 Current Training Data Per Class: 120
Runner Episode: 43	Loss: 0.568727	Accuracy: 0.780 	 Current Training Data Per Class: 120
Runner Episode: 44	Loss: 0.513470	Accuracy: 0.800 	 Current Training Data Per Class: 120
Runner Episode: 45	Loss: 0.335865	Accuracy: 0.890 	 Current Training Data Per Class: 120
Runner Episode: 46	Loss: 0.728493	Accuracy: 0.750 	 Current Training Data Per Class: 120
Runner Episode: 47	Loss: 1.210149	Accuracy: 0.650 	 Current Training Data Per Class: 120
Runner Episode: 48	Loss: 0.371480	Accuracy: 0.880 	 Current Training Data Per Class: 120
Runner Episode: 49	Loss: 0.377494	Accuracy: 0.880 	 Current Training Data Per Class: 120
Runner Episode: 50	Loss: 0.655194	Accuracy: 0.800 	 Current Training Data Per Class: 120
