Runner Episode: 1	Loss: 0.356340	Accuracy: 0.870 	 Current Training Data Per Class: 350
Runner Episode: 2	Loss: 0.389708	Accuracy: 0.860 	 Current Training Data Per Class: 350
Runner Episode: 3	Loss: 0.667855	Accuracy: 0.800 	 Current Training Data Per Class: 350
Runner Episode: 4	Loss: 0.850437	Accuracy: 0.710 	 Current Training Data Per Class: 350
Runner Episode: 5	Loss: 0.366603	Accuracy: 0.860 	 Current Training Data Per Class: 350
Runner Episode: 6	Loss: 0.404651	Accuracy: 0.880 	 Current Training Data Per Class: 350
Runner Episode: 7	Loss: 0.410232	Accuracy: 0.860 	 Current Training Data Per Class: 350
Runner Episode: 8	Loss: 0.469979	Accuracy: 0.850 	 Current Training Data Per Class: 350
Runner Episode: 9	Loss: 0.356126	Accuracy: 0.900 	 Current Training Data Per Class: 350
Runner Episode: 10	Loss: 0.292536	Accuracy: 0.890 	 Current Training Data Per Class: 350
Runner Episode: 11	Loss: 0.338462	Accuracy: 0.890 	 Current Training Data Per Class: 350
Runner Episode: 12	Loss: 0.473609	Accuracy: 0.870 	 Current Training Data Per Class: 350
Runner Episode: 13	Loss: 0.370842	Accuracy: 0.910 	 Current Training Data Per Class: 350
Runner Episode: 14	Loss: 0.393358	Accuracy: 0.860 	 Current Training Data Per Class: 350
Runner Episode: 15	Loss: 0.380611	Accuracy: 0.850 	 Current Training Data Per Class: 350
Runner Episode: 16	Loss: 0.540358	Accuracy: 0.830 	 Current Training Data Per Class: 350
Runner Episode: 17	Loss: 0.371781	Accuracy: 0.890 	 Current Training Data Per Class: 350
Runner Episode: 18	Loss: 0.477595	Accuracy: 0.830 	 Current Training Data Per Class: 350
Runner Episode: 19	Loss: 0.443308	Accuracy: 0.840 	 Current Training Data Per Class: 350
Runner Episode: 20	Loss: 0.486648	Accuracy: 0.900 	 Current Training Data Per Class: 350
Runner Episode: 21	Loss: 0.289186	Accuracy: 0.920 	 Current Training Data Per Class: 350
Runner Episode: 22	Loss: 0.539960	Accuracy: 0.860 	 Current Training Data Per Class: 350
Runner Episode: 23	Loss: 0.529653	Accuracy: 0.840 	 Current Training Data Per Class: 350
Runner Episode: 24	Loss: 0.463384	Accuracy: 0.820 	 Current Training Data Per Class: 350
Runner Episode: 25	Loss: 0.533570	Accuracy: 0.810 	 Current Training Data Per Class: 350
Runner Episode: 26	Loss: 0.330052	Accuracy: 0.920 	 Current Training Data Per Class: 350
Runner Episode: 27	Loss: 0.349295	Accuracy: 0.890 	 Current Training Data Per Class: 350
Runner Episode: 28	Loss: 0.313525	Accuracy: 0.940 	 Current Training Data Per Class: 350
Runner Episode: 29	Loss: 0.341249	Accuracy: 0.890 	 Current Training Data Per Class: 350
Runner Episode: 30	Loss: 0.539988	Accuracy: 0.820 	 Current Training Data Per Class: 350
Runner Episode: 31	Loss: 0.239522	Accuracy: 0.920 	 Current Training Data Per Class: 350
Runner Episode: 32	Loss: 0.170680	Accuracy: 0.920 	 Current Training Data Per Class: 350
Runner Episode: 33	Loss: 0.615187	Accuracy: 0.800 	 Current Training Data Per Class: 350
Runner Episode: 34	Loss: 0.293705	Accuracy: 0.890 	 Current Training Data Per Class: 350
Runner Episode: 35	Loss: 0.165333	Accuracy: 0.940 	 Current Training Data Per Class: 350
Runner Episode: 36	Loss: 0.440963	Accuracy: 0.850 	 Current Training Data Per Class: 350
Runner Episode: 37	Loss: 0.219203	Accuracy: 0.930 	 Current Training Data Per Class: 350
Runner Episode: 38	Loss: 0.324417	Accuracy: 0.870 	 Current Training Data Per Class: 350
Runner Episode: 39	Loss: 0.673724	Accuracy: 0.810 	 Current Training Data Per Class: 350
Runner Episode: 40	Loss: 0.286418	Accuracy: 0.900 	 Current Training Data Per Class: 350
Runner Episode: 41	Loss: 0.552239	Accuracy: 0.810 	 Current Training Data Per Class: 350
Runner Episode: 42	Loss: 0.360480	Accuracy: 0.850 	 Current Training Data Per Class: 350
Runner Episode: 43	Loss: 0.353700	Accuracy: 0.840 	 Current Training Data Per Class: 350
Runner Episode: 44	Loss: 0.419898	Accuracy: 0.860 	 Current Training Data Per Class: 350
Runner Episode: 45	Loss: 0.590528	Accuracy: 0.810 	 Current Training Data Per Class: 350
Runner Episode: 46	Loss: 0.303116	Accuracy: 0.910 	 Current Training Data Per Class: 350
Runner Episode: 47	Loss: 0.631508	Accuracy: 0.800 	 Current Training Data Per Class: 350
Runner Episode: 48	Loss: 0.199687	Accuracy: 0.940 	 Current Training Data Per Class: 350
Runner Episode: 49	Loss: 0.409906	Accuracy: 0.870 	 Current Training Data Per Class: 350
Runner Episode: 50	Loss: 0.472492	Accuracy: 0.880 	 Current Training Data Per Class: 350
