Train Episode: 1	Loss: 0.558027	Accuracy: 0.805	 Current training data: 600
Train Episode: 2	Loss: 0.578478	Accuracy: 0.795	 Current training data: 600
Train Episode: 3	Loss: 0.675941	Accuracy: 0.755	 Current training data: 600
Train Episode: 4	Loss: 0.969999	Accuracy: 0.650	 Current training data: 600
Train Episode: 5	Loss: 0.818826	Accuracy: 0.675	 Current training data: 600
Train Episode: 6	Loss: 0.650707	Accuracy: 0.770	 Current training data: 600
Train Episode: 7	Loss: 0.663928	Accuracy: 0.745	 Current training data: 600
Train Episode: 8	Loss: 0.724078	Accuracy: 0.735	 Current training data: 600
Train Episode: 9	Loss: 0.700881	Accuracy: 0.765	 Current training data: 600
Train Episode: 10	Loss: 0.757652	Accuracy: 0.745	 Current training data: 600
Train Episode: 11	Loss: 0.781561	Accuracy: 0.740	 Current training data: 600
Train Episode: 12	Loss: 0.543203	Accuracy: 0.785	 Current training data: 600
Train Episode: 13	Loss: 0.608982	Accuracy: 0.775	 Current training data: 600
Train Episode: 14	Loss: 0.716159	Accuracy: 0.720	 Current training data: 600
Train Episode: 15	Loss: 0.829857	Accuracy: 0.690	 Current training data: 600
Train Episode: 16	Loss: 0.769656	Accuracy: 0.665	 Current training data: 600
Train Episode: 17	Loss: 0.690557	Accuracy: 0.725	 Current training data: 600
Train Episode: 18	Loss: 0.754047	Accuracy: 0.705	 Current training data: 600
Train Episode: 19	Loss: 0.726515	Accuracy: 0.715	 Current training data: 600
Train Episode: 20	Loss: 0.936775	Accuracy: 0.625	 Current training data: 600
