Runner Episode: 1	Loss: 0.333470	Accuracy: 0.880 	 Current Training Data Per Class: 110
Runner Episode: 2	Loss: 0.526178	Accuracy: 0.800 	 Current Training Data Per Class: 110
Runner Episode: 3	Loss: 0.282919	Accuracy: 0.890 	 Current Training Data Per Class: 110
Runner Episode: 4	Loss: 0.512141	Accuracy: 0.810 	 Current Training Data Per Class: 110
Runner Episode: 5	Loss: 0.323909	Accuracy: 0.910 	 Current Training Data Per Class: 110
Runner Episode: 6	Loss: 0.611625	Accuracy: 0.850 	 Current Training Data Per Class: 110
Runner Episode: 7	Loss: 0.597090	Accuracy: 0.800 	 Current Training Data Per Class: 110
Runner Episode: 8	Loss: 0.397900	Accuracy: 0.870 	 Current Training Data Per Class: 110
Runner Episode: 9	Loss: 0.595373	Accuracy: 0.800 	 Current Training Data Per Class: 110
Runner Episode: 10	Loss: 0.644444	Accuracy: 0.740 	 Current Training Data Per Class: 110
Runner Episode: 11	Loss: 0.423565	Accuracy: 0.870 	 Current Training Data Per Class: 110
Runner Episode: 12	Loss: 0.430459	Accuracy: 0.860 	 Current Training Data Per Class: 110
Runner Episode: 13	Loss: 0.433847	Accuracy: 0.900 	 Current Training Data Per Class: 110
Runner Episode: 14	Loss: 0.584885	Accuracy: 0.710 	 Current Training Data Per Class: 110
Runner Episode: 15	Loss: 0.408935	Accuracy: 0.830 	 Current Training Data Per Class: 110
Runner Episode: 16	Loss: 0.777978	Accuracy: 0.740 	 Current Training Data Per Class: 110
Runner Episode: 17	Loss: 0.392599	Accuracy: 0.850 	 Current Training Data Per Class: 110
Runner Episode: 18	Loss: 0.630971	Accuracy: 0.690 	 Current Training Data Per Class: 110
Runner Episode: 19	Loss: 0.461930	Accuracy: 0.850 	 Current Training Data Per Class: 110
Runner Episode: 20	Loss: 0.561922	Accuracy: 0.720 	 Current Training Data Per Class: 110
Runner Episode: 21	Loss: 0.743938	Accuracy: 0.770 	 Current Training Data Per Class: 110
Runner Episode: 22	Loss: 0.439246	Accuracy: 0.820 	 Current Training Data Per Class: 110
Runner Episode: 23	Loss: 0.279048	Accuracy: 0.880 	 Current Training Data Per Class: 110
Runner Episode: 24	Loss: 0.362605	Accuracy: 0.900 	 Current Training Data Per Class: 110
Runner Episode: 25	Loss: 0.441551	Accuracy: 0.850 	 Current Training Data Per Class: 110
Runner Episode: 26	Loss: 0.469059	Accuracy: 0.870 	 Current Training Data Per Class: 110
Runner Episode: 27	Loss: 0.398170	Accuracy: 0.860 	 Current Training Data Per Class: 110
Runner Episode: 28	Loss: 0.436258	Accuracy: 0.860 	 Current Training Data Per Class: 110
Runner Episode: 29	Loss: 0.720575	Accuracy: 0.750 	 Current Training Data Per Class: 110
Runner Episode: 30	Loss: 0.306364	Accuracy: 0.900 	 Current Training Data Per Class: 110
Runner Episode: 31	Loss: 0.215900	Accuracy: 0.900 	 Current Training Data Per Class: 110
Runner Episode: 32	Loss: 0.427296	Accuracy: 0.860 	 Current Training Data Per Class: 110
Runner Episode: 33	Loss: 0.332192	Accuracy: 0.880 	 Current Training Data Per Class: 110
Runner Episode: 34	Loss: 0.691140	Accuracy: 0.720 	 Current Training Data Per Class: 110
Runner Episode: 35	Loss: 0.428165	Accuracy: 0.870 	 Current Training Data Per Class: 110
Runner Episode: 36	Loss: 0.623354	Accuracy: 0.770 	 Current Training Data Per Class: 110
Runner Episode: 37	Loss: 0.616672	Accuracy: 0.820 	 Current Training Data Per Class: 110
Runner Episode: 38	Loss: 0.547998	Accuracy: 0.790 	 Current Training Data Per Class: 110
Runner Episode: 39	Loss: 0.654076	Accuracy: 0.810 	 Current Training Data Per Class: 110
Runner Episode: 40	Loss: 0.461818	Accuracy: 0.830 	 Current Training Data Per Class: 110
Runner Episode: 41	Loss: 0.631761	Accuracy: 0.770 	 Current Training Data Per Class: 110
Runner Episode: 42	Loss: 0.573471	Accuracy: 0.760 	 Current Training Data Per Class: 110
Runner Episode: 43	Loss: 0.450249	Accuracy: 0.840 	 Current Training Data Per Class: 110
Runner Episode: 44	Loss: 0.280500	Accuracy: 0.890 	 Current Training Data Per Class: 110
Runner Episode: 45	Loss: 0.481512	Accuracy: 0.850 	 Current Training Data Per Class: 110
Runner Episode: 46	Loss: 0.890156	Accuracy: 0.690 	 Current Training Data Per Class: 110
Runner Episode: 47	Loss: 0.432506	Accuracy: 0.840 	 Current Training Data Per Class: 110
Runner Episode: 48	Loss: 0.356638	Accuracy: 0.900 	 Current Training Data Per Class: 110
Runner Episode: 49	Loss: 0.708247	Accuracy: 0.800 	 Current Training Data Per Class: 110
Runner Episode: 50	Loss: 0.316247	Accuracy: 0.920 	 Current Training Data Per Class: 110
