Train Episode: 1	Loss: 3.840292	Accuracy: 0.000	MetaParam_1: 0.001000	MetaParam_2: 0.000000	MetaParam_3: 0.000000
Train Episode: 2	Loss: 2.055960	Accuracy: 0.200	MetaParam_1: 0.002000	MetaParam_2: -0.001000	MetaParam_3: 0.001000
Train Episode: 3	Loss: 1.631434	Accuracy: 0.400	MetaParam_1: 0.002788	MetaParam_2: -0.001756	MetaParam_3: 0.001749
Train Episode: 4	Loss: 2.006850	Accuracy: 0.200	MetaParam_1: 0.003641	MetaParam_2: -0.002604	MetaParam_3: 0.002450
Train Episode: 5	Loss: 1.642182	Accuracy: 0.260	MetaParam_1: 0.004550	MetaParam_2: -0.003452	MetaParam_3: 0.002547
Train Episode: 6	Loss: 1.711581	Accuracy: 0.220	MetaParam_1: 0.005351	MetaParam_2: -0.004258	MetaParam_3: 0.002706
Train Episode: 7	Loss: 1.651878	Accuracy: 0.200	MetaParam_1: 0.006055	MetaParam_2: -0.004991	MetaParam_3: 0.002876
Train Episode: 8	Loss: 1.552955	Accuracy: 0.140	MetaParam_1: 0.006700	MetaParam_2: -0.005723	MetaParam_3: 0.003054
Train Episode: 9	Loss: 1.781979	Accuracy: 0.200	MetaParam_1: 0.007288	MetaParam_2: -0.006506	MetaParam_3: 0.003389
Train Episode: 10	Loss: 1.536883	Accuracy: 0.200	MetaParam_1: 0.007772	MetaParam_2: -0.007214	MetaParam_3: 0.003770
Train Episode: 11	Loss: 1.624808	Accuracy: 0.340	MetaParam_1: 0.008197	MetaParam_2: -0.007921	MetaParam_3: 0.004236
Train Episode: 12	Loss: 1.678267	Accuracy: 0.200	MetaParam_1: 0.008602	MetaParam_2: -0.008693	MetaParam_3: 0.004748
Train Episode: 13	Loss: 1.473444	Accuracy: 0.320	MetaParam_1: 0.008973	MetaParam_2: -0.009466	MetaParam_3: 0.005282
Train Episode: 14	Loss: 1.264496	Accuracy: 0.400	MetaParam_1: 0.009295	MetaParam_2: -0.010232	MetaParam_3: 0.005832
Train Episode: 15	Loss: 1.030511	Accuracy: 0.580	MetaParam_1: 0.009624	MetaParam_2: -0.011026	MetaParam_3: 0.006416
Train Episode: 16	Loss: 1.297784	Accuracy: 0.340	MetaParam_1: 0.009970	MetaParam_2: -0.011859	MetaParam_3: 0.006980
Train Episode: 17	Loss: 0.880029	Accuracy: 0.760	MetaParam_1: 0.010295	MetaParam_2: -0.012717	MetaParam_3: 0.007553
Train Episode: 18	Loss: 1.002978	Accuracy: 0.620	MetaParam_1: 0.010628	MetaParam_2: -0.013538	MetaParam_3: 0.008115
Train Episode: 19	Loss: 1.248300	Accuracy: 0.420	MetaParam_1: 0.010971	MetaParam_2: -0.014330	MetaParam_3: 0.008653
Train Episode: 20	Loss: 1.221099	Accuracy: 0.560	MetaParam_1: 0.011340	MetaParam_2: -0.015117	MetaParam_3: 0.009144
Train Episode: 21	Loss: 0.821198	Accuracy: 0.620	MetaParam_1: 0.011749	MetaParam_2: -0.015916	MetaParam_3: 0.009579
Train Episode: 22	Loss: 1.267439	Accuracy: 0.500	MetaParam_1: 0.012170	MetaParam_2: -0.016705	MetaParam_3: 0.009981
Train Episode: 23	Loss: 1.211297	Accuracy: 0.580	MetaParam_1: 0.012574	MetaParam_2: -0.017453	MetaParam_3: 0.010189
Train Episode: 24	Loss: 1.192971	Accuracy: 0.540	MetaParam_1: 0.012956	MetaParam_2: -0.018184	MetaParam_3: 0.010103
Train Episode: 25	Loss: 1.178439	Accuracy: 0.520	MetaParam_1: 0.013311	MetaParam_2: -0.018849	MetaParam_3: 0.010018
Train Episode: 26	Loss: 0.472286	Accuracy: 0.880	MetaParam_1: 0.013673	MetaParam_2: -0.019534	MetaParam_3: 0.009907
Train Episode: 27	Loss: 0.651656	Accuracy: 0.760	MetaParam_1: 0.014032	MetaParam_2: -0.020213	MetaParam_3: 0.009802
Train Episode: 28	Loss: 0.885727	Accuracy: 0.700	MetaParam_1: 0.014378	MetaParam_2: -0.020899	MetaParam_3: 0.009658
Train Episode: 29	Loss: 0.987719	Accuracy: 0.620	MetaParam_1: 0.014704	MetaParam_2: -0.021558	MetaParam_3: 0.009522
Train Episode: 30	Loss: 0.678367	Accuracy: 0.640	MetaParam_1: 0.015006	MetaParam_2: -0.022198	MetaParam_3: 0.009429
Train Episode: 31	Loss: 1.411925	Accuracy: 0.500	MetaParam_1: 0.015278	MetaParam_2: -0.022833	MetaParam_3: 0.009369
Train Episode: 32	Loss: 0.761479	Accuracy: 0.700	MetaParam_1: 0.015508	MetaParam_2: -0.023423	MetaParam_3: 0.009335
Train Episode: 33	Loss: 1.129711	Accuracy: 0.520	MetaParam_1: 0.015718	MetaParam_2: -0.024005	MetaParam_3: 0.009345
Train Episode: 34	Loss: 1.049650	Accuracy: 0.500	MetaParam_1: 0.015868	MetaParam_2: -0.024511	MetaParam_3: 0.009363
Train Episode: 35	Loss: 0.779398	Accuracy: 0.680	MetaParam_1: 0.016051	MetaParam_2: -0.025041	MetaParam_3: 0.009377
Train Episode: 36	Loss: 1.048976	Accuracy: 0.500	MetaParam_1: 0.016234	MetaParam_2: -0.025613	MetaParam_3: 0.009375
Train Episode: 37	Loss: 1.210241	Accuracy: 0.500	MetaParam_1: 0.016424	MetaParam_2: -0.026284	MetaParam_3: 0.009374
Train Episode: 38	Loss: 0.650838	Accuracy: 0.780	MetaParam_1: 0.016580	MetaParam_2: -0.026892	MetaParam_3: 0.009266
Train Episode: 39	Loss: 0.851083	Accuracy: 0.680	MetaParam_1: 0.016724	MetaParam_2: -0.027515	MetaParam_3: 0.009198
Train Episode: 40	Loss: 0.440744	Accuracy: 0.900	MetaParam_1: 0.016869	MetaParam_2: -0.028187	MetaParam_3: 0.009166
Train Episode: 41	Loss: 0.728231	Accuracy: 0.700	MetaParam_1: 0.017016	MetaParam_2: -0.028831	MetaParam_3: 0.009128
Train Episode: 42	Loss: 0.661503	Accuracy: 0.700	MetaParam_1: 0.017170	MetaParam_2: -0.029511	MetaParam_3: 0.009131
Train Episode: 43	Loss: 0.655152	Accuracy: 0.840	MetaParam_1: 0.017341	MetaParam_2: -0.030172	MetaParam_3: 0.009149
Train Episode: 44	Loss: 0.905889	Accuracy: 0.560	MetaParam_1: 0.017515	MetaParam_2: -0.030795	MetaParam_3: 0.009186
Train Episode: 45	Loss: 0.945297	Accuracy: 0.600	MetaParam_1: 0.017694	MetaParam_2: -0.031402	MetaParam_3: 0.009225
Train Episode: 46	Loss: 1.229187	Accuracy: 0.580	MetaParam_1: 0.017818	MetaParam_2: -0.031880	MetaParam_3: 0.009296
Train Episode: 47	Loss: 0.974213	Accuracy: 0.560	MetaParam_1: 0.017951	MetaParam_2: -0.032315	MetaParam_3: 0.009432
Train Episode: 48	Loss: 1.256024	Accuracy: 0.660	MetaParam_1: 0.018042	MetaParam_2: -0.032729	MetaParam_3: 0.009561
Train Episode: 49	Loss: 1.090572	Accuracy: 0.520	MetaParam_1: 0.018096	MetaParam_2: -0.033092	MetaParam_3: 0.009531
Train Episode: 50	Loss: 1.248695	Accuracy: 0.560	MetaParam_1: 0.018134	MetaParam_2: -0.033493	MetaParam_3: 0.009477
