Episode: 1, v_vector: tensor([[0.2000, 0.2000, 0.2000, 0.2000, 0.2000]]) 
Episode: 94, v_vector: tensor([[0.2239, 0.1691, 0.1710, 0.2226, 0.2265]]) 
Episode: 95, v_vector: tensor([[0.2239, 0.1690, 0.1708, 0.2226, 0.2266]]) 
Episode: 96, v_vector: tensor([[0.2239, 0.1689, 0.1707, 0.2227, 0.2267]]) 
Episode: 97, v_vector: tensor([[0.2239, 0.1688, 0.1706, 0.2227, 0.2267]]) 
Episode: 98, v_vector: tensor([[0.2239, 0.1688, 0.1704, 0.2227, 0.2268]]) 
Episode: 99, v_vector: tensor([[0.2239, 0.1687, 0.1703, 0.2228, 0.2268]]) 
Episode: 100, v_vector: tensor([[0.2238, 0.1686, 0.1702, 0.2228, 0.2268]]) 
Episode: 101, v_vector: tensor([[0.2238, 0.1686, 0.1702, 0.2228, 0.2268]]) 
Episode: 102, v_vector: tensor([[0.2237, 0.1685, 0.1701, 0.2228, 0.2268]]) 
Episode: 103, v_vector: tensor([[0.2236, 0.1684, 0.1700, 0.2228, 0.2268]]) 
Episode: 104, v_vector: tensor([[0.2236, 0.1683, 0.1699, 0.2228, 0.2268]]) 
Episode: 105, v_vector: tensor([[0.2236, 0.1681, 0.1698, 0.2228, 0.2268]]) 
Episode: 106, v_vector: tensor([[0.2235, 0.1680, 0.1697, 0.2227, 0.2268]]) 
Episode: 107, v_vector: tensor([[0.2234, 0.1679, 0.1696, 0.2227, 0.2268]]) 
Episode: 108, v_vector: tensor([[0.2234, 0.1679, 0.1696, 0.2226, 0.2267]]) 
Episode: 109, v_vector: tensor([[0.2233, 0.1678, 0.1695, 0.2226, 0.2267]]) 
Episode: 110, v_vector: tensor([[0.2232, 0.1677, 0.1694, 0.2225, 0.2267]]) 
Episode: 111, v_vector: tensor([[0.2232, 0.1677, 0.1694, 0.2224, 0.2267]]) 
Episode: 112, v_vector: tensor([[0.2231, 0.1677, 0.1694, 0.2224, 0.2266]]) 
Episode: 113, v_vector: tensor([[0.2230, 0.1676, 0.1694, 0.2223, 0.2266]]) 
Episode: 114, v_vector: tensor([[0.2229, 0.1676, 0.1694, 0.2222, 0.2265]]) 
Episode: 115, v_vector: tensor([[0.2229, 0.1676, 0.1693, 0.2222, 0.2265]]) 
Episode: 116, v_vector: tensor([[0.2228, 0.1676, 0.1693, 0.2222, 0.2265]]) 
Episode: 117, v_vector: tensor([[0.2228, 0.1675, 0.1692, 0.2222, 0.2266]]) 
Episode: 118, v_vector: tensor([[0.2228, 0.1675, 0.1692, 0.2222, 0.2266]]) 
Episode: 119, v_vector: tensor([[0.2229, 0.1675, 0.1691, 0.2222, 0.2266]]) 
Episode: 120, v_vector: tensor([[0.2229, 0.1675, 0.1691, 0.2222, 0.2266]]) 
Episode: 121, v_vector: tensor([[0.2229, 0.1675, 0.1690, 0.2222, 0.2267]]) 
Episode: 122, v_vector: tensor([[0.2229, 0.1675, 0.1689, 0.2222, 0.2267]]) 
Episode: 123, v_vector: tensor([[0.2229, 0.1675, 0.1689, 0.2222, 0.2268]]) 
Episode: 124, v_vector: tensor([[0.2229, 0.1675, 0.1689, 0.2222, 0.2268]]) 
Episode: 125, v_vector: tensor([[0.2229, 0.1675, 0.1689, 0.2222, 0.2268]]) 
Episode: 126, v_vector: tensor([[0.2229, 0.1675, 0.1689, 0.2222, 0.2268]]) 
Episode: 127, v_vector: tensor([[0.2228, 0.1675, 0.1688, 0.2221, 0.2268]]) 
Episode: 128, v_vector: tensor([[0.2227, 0.1675, 0.1688, 0.2220, 0.2267]]) 
Episode: 129, v_vector: tensor([[0.2226, 0.1676, 0.1688, 0.2220, 0.2267]]) 
Episode: 130, v_vector: tensor([[0.2226, 0.1676, 0.1688, 0.2219, 0.2266]]) 
Episode: 131, v_vector: tensor([[0.2226, 0.1675, 0.1687, 0.2219, 0.2267]]) 
Episode: 132, v_vector: tensor([[0.2226, 0.1675, 0.1686, 0.2219, 0.2267]]) 
Episode: 133, v_vector: tensor([[0.2225, 0.1675, 0.1685, 0.2218, 0.2267]]) 
Episode: 134, v_vector: tensor([[0.2225, 0.1675, 0.1685, 0.2218, 0.2267]]) 
Episode: 135, v_vector: tensor([[0.2226, 0.1675, 0.1684, 0.2218, 0.2267]]) 
Episode: 136, v_vector: tensor([[0.2225, 0.1675, 0.1683, 0.2218, 0.2267]]) 
Episode: 137, v_vector: tensor([[0.2225, 0.1675, 0.1683, 0.2218, 0.2267]]) 
Episode: 138, v_vector: tensor([[0.2225, 0.1674, 0.1682, 0.2218, 0.2267]]) 
Episode: 139, v_vector: tensor([[0.2225, 0.1674, 0.1681, 0.2218, 0.2267]]) 
Episode: 140, v_vector: tensor([[0.2225, 0.1674, 0.1680, 0.2218, 0.2267]]) 
Episode: 141, v_vector: tensor([[0.2226, 0.1673, 0.1679, 0.2218, 0.2268]]) 
Episode: 142, v_vector: tensor([[0.2226, 0.1673, 0.1678, 0.2219, 0.2269]]) 
Episode: 143, v_vector: tensor([[0.2227, 0.1673, 0.1678, 0.2219, 0.2269]]) 
Episode: 144, v_vector: tensor([[0.2227, 0.1673, 0.1677, 0.2220, 0.2270]]) 
Episode: 145, v_vector: tensor([[0.2228, 0.1673, 0.1676, 0.2221, 0.2271]]) 
Episode: 146, v_vector: tensor([[0.2228, 0.1672, 0.1675, 0.2221, 0.2271]]) 
Episode: 147, v_vector: tensor([[0.2228, 0.1672, 0.1674, 0.2221, 0.2271]]) 
Episode: 148, v_vector: tensor([[0.2228, 0.1672, 0.1674, 0.2221, 0.2271]]) 
Episode: 149, v_vector: tensor([[0.2228, 0.1672, 0.1673, 0.2220, 0.2271]]) 
Episode: 150, v_vector: tensor([[0.2228, 0.1671, 0.1673, 0.2220, 0.2271]]) 
Episode: 151, v_vector: tensor([[0.2227, 0.1671, 0.1672, 0.2220, 0.2271]]) 
Episode: 152, v_vector: tensor([[0.2227, 0.1671, 0.1672, 0.2219, 0.2271]]) 
Episode: 153, v_vector: tensor([[0.2227, 0.1671, 0.1671, 0.2219, 0.2271]]) 
Episode: 154, v_vector: tensor([[0.2227, 0.1671, 0.1670, 0.2219, 0.2272]]) 
Episode: 155, v_vector: tensor([[0.2227, 0.1671, 0.1670, 0.2219, 0.2272]]) 
Episode: 156, v_vector: tensor([[0.2227, 0.1671, 0.1669, 0.2218, 0.2272]]) 
Episode: 157, v_vector: tensor([[0.2227, 0.1671, 0.1668, 0.2218, 0.2273]]) 
Episode: 158, v_vector: tensor([[0.2227, 0.1672, 0.1667, 0.2219, 0.2273]]) 
Episode: 159, v_vector: tensor([[0.2227, 0.1672, 0.1666, 0.2219, 0.2274]]) 
Episode: 160, v_vector: tensor([[0.2227, 0.1672, 0.1665, 0.2218, 0.2274]]) 
Episode: 161, v_vector: tensor([[0.2227, 0.1672, 0.1664, 0.2218, 0.2274]]) 
Episode: 162, v_vector: tensor([[0.2227, 0.1672, 0.1663, 0.2218, 0.2275]]) 
Episode: 163, v_vector: tensor([[0.2227, 0.1672, 0.1662, 0.2218, 0.2275]]) 
Episode: 164, v_vector: tensor([[0.2227, 0.1672, 0.1662, 0.2218, 0.2276]]) 
Episode: 165, v_vector: tensor([[0.2227, 0.1672, 0.1661, 0.2218, 0.2276]]) 
Episode: 166, v_vector: tensor([[0.2227, 0.1671, 0.1661, 0.2218, 0.2276]]) 
Episode: 167, v_vector: tensor([[0.2226, 0.1671, 0.1660, 0.2218, 0.2276]]) 
Episode: 168, v_vector: tensor([[0.2226, 0.1670, 0.1660, 0.2217, 0.2275]]) 
Episode: 169, v_vector: tensor([[0.2226, 0.1670, 0.1660, 0.2217, 0.2276]]) 
Episode: 170, v_vector: tensor([[0.2225, 0.1669, 0.1660, 0.2217, 0.2276]]) 
Episode: 171, v_vector: tensor([[0.2225, 0.1669, 0.1660, 0.2217, 0.2276]]) 
Episode: 172, v_vector: tensor([[0.2225, 0.1668, 0.1660, 0.2217, 0.2276]]) 
Episode: 173, v_vector: tensor([[0.2225, 0.1668, 0.1660, 0.2217, 0.2276]]) 
Episode: 174, v_vector: tensor([[0.2224, 0.1668, 0.1660, 0.2217, 0.2276]]) 
Episode: 175, v_vector: tensor([[0.2224, 0.1667, 0.1660, 0.2217, 0.2275]]) 
Episode: 176, v_vector: tensor([[0.2223, 0.1667, 0.1660, 0.2216, 0.2275]]) 
Episode: 177, v_vector: tensor([[0.2222, 0.1668, 0.1660, 0.2215, 0.2274]]) 
Episode: 178, v_vector: tensor([[0.2221, 0.1668, 0.1660, 0.2215, 0.2274]]) 
Episode: 179, v_vector: tensor([[0.2220, 0.1668, 0.1660, 0.2214, 0.2274]]) 
Episode: 180, v_vector: tensor([[0.2219, 0.1669, 0.1661, 0.2214, 0.2273]]) 
Episode: 181, v_vector: tensor([[0.2217, 0.1669, 0.1661, 0.2213, 0.2272]]) 
Episode: 182, v_vector: tensor([[0.2216, 0.1670, 0.1662, 0.2212, 0.2272]]) 
Episode: 183, v_vector: tensor([[0.2215, 0.1670, 0.1662, 0.2212, 0.2271]]) 
Episode: 184, v_vector: tensor([[0.2214, 0.1671, 0.1663, 0.2211, 0.2271]]) 
Episode: 185, v_vector: tensor([[0.2213, 0.1672, 0.1663, 0.2210, 0.2270]]) 
Episode: 186, v_vector: tensor([[0.2212, 0.1673, 0.1664, 0.2209, 0.2269]]) 
Episode: 187, v_vector: tensor([[0.2210, 0.1673, 0.1665, 0.2208, 0.2268]]) 
Episode: 188, v_vector: tensor([[0.2210, 0.1674, 0.1665, 0.2207, 0.2268]]) 
Episode: 189, v_vector: tensor([[0.2210, 0.1674, 0.1664, 0.2207, 0.2269]]) 
Episode: 190, v_vector: tensor([[0.2210, 0.1674, 0.1663, 0.2207, 0.2270]]) 
Episode: 191, v_vector: tensor([[0.2211, 0.1674, 0.1661, 0.2208, 0.2271]]) 
Episode: 192, v_vector: tensor([[0.2213, 0.1674, 0.1659, 0.2209, 0.2273]]) 
Episode: 193, v_vector: tensor([[0.2214, 0.1674, 0.1658, 0.2210, 0.2275]]) 
Episode: 194, v_vector: tensor([[0.2215, 0.1674, 0.1656, 0.2211, 0.2276]]) 
Episode: 195, v_vector: tensor([[0.2217, 0.1674, 0.1654, 0.2212, 0.2278]]) 
Episode: 196, v_vector: tensor([[0.2218, 0.1674, 0.1652, 0.2213, 0.2280]]) 
Episode: 197, v_vector: tensor([[0.2218, 0.1674, 0.1651, 0.2214, 0.2281]]) 
Episode: 198, v_vector: tensor([[0.2219, 0.1675, 0.1650, 0.2214, 0.2282]]) 
Episode: 199, v_vector: tensor([[0.2219, 0.1677, 0.1649, 0.2213, 0.2282]]) 
Episode: 200, v_vector: tensor([[0.2218, 0.1678, 0.1648, 0.2213, 0.2282]]) 
