Episode: 1, v_vector: tensor([[0.3333, 0.3333, 0.3333]], device='cuda:0') 
Episode: 89, v_vector: tensor([[0.3489, 0.3502, 0.3434]], device='cuda:0') 
Episode: 90, v_vector: tensor([[0.3489, 0.3502, 0.3435]], device='cuda:0') 
Episode: 91, v_vector: tensor([[0.3489, 0.3502, 0.3437]], device='cuda:0') 
Episode: 92, v_vector: tensor([[0.3488, 0.3502, 0.3438]], device='cuda:0') 
Episode: 93, v_vector: tensor([[0.3489, 0.3502, 0.3439]], device='cuda:0') 
Episode: 94, v_vector: tensor([[0.3489, 0.3502, 0.3440]], device='cuda:0') 
Episode: 95, v_vector: tensor([[0.3487, 0.3501, 0.3437]], device='cuda:0') 
Episode: 96, v_vector: tensor([[0.3485, 0.3501, 0.3435]], device='cuda:0') 
Episode: 97, v_vector: tensor([[0.3483, 0.3501, 0.3433]], device='cuda:0') 
Episode: 98, v_vector: tensor([[0.3482, 0.3501, 0.3431]], device='cuda:0') 
Episode: 99, v_vector: tensor([[0.3481, 0.3501, 0.3429]], device='cuda:0') 
Episode: 100, v_vector: tensor([[0.3480, 0.3501, 0.3428]], device='cuda:0') 
Episode: 101, v_vector: tensor([[0.3479, 0.3501, 0.3426]], device='cuda:0') 
Episode: 102, v_vector: tensor([[0.3479, 0.3501, 0.3425]], device='cuda:0') 
Episode: 103, v_vector: tensor([[0.3478, 0.3501, 0.3424]], device='cuda:0') 
Episode: 104, v_vector: tensor([[0.3477, 0.3500, 0.3423]], device='cuda:0') 
Episode: 105, v_vector: tensor([[0.3477, 0.3500, 0.3422]], device='cuda:0') 
Episode: 106, v_vector: tensor([[0.3476, 0.3499, 0.3421]], device='cuda:0') 
Episode: 107, v_vector: tensor([[0.3476, 0.3499, 0.3420]], device='cuda:0') 
Episode: 108, v_vector: tensor([[0.3475, 0.3499, 0.3419]], device='cuda:0') 
Episode: 109, v_vector: tensor([[0.3475, 0.3498, 0.3418]], device='cuda:0') 
Episode: 110, v_vector: tensor([[0.3475, 0.3498, 0.3417]], device='cuda:0') 
Episode: 111, v_vector: tensor([[0.3475, 0.3498, 0.3417]], device='cuda:0') 
Episode: 112, v_vector: tensor([[0.3475, 0.3498, 0.3416]], device='cuda:0') 
Episode: 113, v_vector: tensor([[0.3475, 0.3498, 0.3416]], device='cuda:0') 
Episode: 114, v_vector: tensor([[0.3475, 0.3497, 0.3416]], device='cuda:0') 
Episode: 115, v_vector: tensor([[0.3475, 0.3496, 0.3415]], device='cuda:0') 
Episode: 116, v_vector: tensor([[0.3475, 0.3496, 0.3414]], device='cuda:0') 
Episode: 117, v_vector: tensor([[0.3475, 0.3495, 0.3413]], device='cuda:0') 
Episode: 118, v_vector: tensor([[0.3475, 0.3495, 0.3413]], device='cuda:0') 
Episode: 119, v_vector: tensor([[0.3476, 0.3494, 0.3412]], device='cuda:0') 
Episode: 120, v_vector: tensor([[0.3476, 0.3496, 0.3411]], device='cuda:0') 
Episode: 121, v_vector: tensor([[0.3477, 0.3498, 0.3411]], device='cuda:0') 
Episode: 122, v_vector: tensor([[0.3478, 0.3500, 0.3410]], device='cuda:0') 
Episode: 123, v_vector: tensor([[0.3478, 0.3502, 0.3410]], device='cuda:0') 
Episode: 124, v_vector: tensor([[0.3479, 0.3504, 0.3410]], device='cuda:0') 
Episode: 125, v_vector: tensor([[0.3479, 0.3505, 0.3409]], device='cuda:0') 
Episode: 126, v_vector: tensor([[0.3480, 0.3506, 0.3409]], device='cuda:0') 
Episode: 127, v_vector: tensor([[0.3480, 0.3506, 0.3409]], device='cuda:0') 
Episode: 128, v_vector: tensor([[0.3480, 0.3507, 0.3409]], device='cuda:0') 
Episode: 129, v_vector: tensor([[0.3481, 0.3508, 0.3409]], device='cuda:0') 
Episode: 130, v_vector: tensor([[0.3482, 0.3508, 0.3409]], device='cuda:0') 
Episode: 131, v_vector: tensor([[0.3482, 0.3509, 0.3409]], device='cuda:0') 
Episode: 132, v_vector: tensor([[0.3483, 0.3510, 0.3410]], device='cuda:0') 
Episode: 133, v_vector: tensor([[0.3484, 0.3511, 0.3410]], device='cuda:0') 
Episode: 134, v_vector: tensor([[0.3484, 0.3512, 0.3410]], device='cuda:0') 
Episode: 135, v_vector: tensor([[0.3485, 0.3513, 0.3410]], device='cuda:0') 
Episode: 136, v_vector: tensor([[0.3486, 0.3515, 0.3411]], device='cuda:0') 
Episode: 137, v_vector: tensor([[0.3487, 0.3516, 0.3411]], device='cuda:0') 
Episode: 138, v_vector: tensor([[0.3489, 0.3517, 0.3412]], device='cuda:0') 
Episode: 139, v_vector: tensor([[0.3490, 0.3518, 0.3413]], device='cuda:0') 
Episode: 140, v_vector: tensor([[0.3494, 0.3523, 0.3417]], device='cuda:0') 
Episode: 141, v_vector: tensor([[0.3497, 0.3527, 0.3420]], device='cuda:0') 
Episode: 142, v_vector: tensor([[0.3500, 0.3531, 0.3423]], device='cuda:0') 
Episode: 143, v_vector: tensor([[0.3503, 0.3534, 0.3426]], device='cuda:0') 
Episode: 144, v_vector: tensor([[0.3505, 0.3537, 0.3428]], device='cuda:0') 
Episode: 145, v_vector: tensor([[0.3508, 0.3540, 0.3431]], device='cuda:0') 
Episode: 146, v_vector: tensor([[0.3510, 0.3543, 0.3433]], device='cuda:0') 
Episode: 147, v_vector: tensor([[0.3512, 0.3545, 0.3434]], device='cuda:0') 
Episode: 148, v_vector: tensor([[0.3514, 0.3547, 0.3436]], device='cuda:0') 
Episode: 149, v_vector: tensor([[0.3516, 0.3549, 0.3438]], device='cuda:0') 
Episode: 150, v_vector: tensor([[0.3517, 0.3551, 0.3440]], device='cuda:0') 
Episode: 151, v_vector: tensor([[0.3518, 0.3553, 0.3440]], device='cuda:0') 
Episode: 152, v_vector: tensor([[0.3519, 0.3554, 0.3441]], device='cuda:0') 
Episode: 153, v_vector: tensor([[0.3520, 0.3555, 0.3442]], device='cuda:0') 
Episode: 154, v_vector: tensor([[0.3521, 0.3556, 0.3443]], device='cuda:0') 
Episode: 155, v_vector: tensor([[0.3522, 0.3557, 0.3443]], device='cuda:0') 
Episode: 156, v_vector: tensor([[0.3523, 0.3558, 0.3444]], device='cuda:0') 
Episode: 157, v_vector: tensor([[0.3524, 0.3559, 0.3443]], device='cuda:0') 
Episode: 158, v_vector: tensor([[0.3525, 0.3559, 0.3443]], device='cuda:0') 
Episode: 159, v_vector: tensor([[0.3525, 0.3560, 0.3443]], device='cuda:0') 
Episode: 160, v_vector: tensor([[0.3526, 0.3560, 0.3443]], device='cuda:0') 
Episode: 161, v_vector: tensor([[0.3526, 0.3560, 0.3442]], device='cuda:0') 
Episode: 162, v_vector: tensor([[0.3526, 0.3560, 0.3441]], device='cuda:0') 
Episode: 163, v_vector: tensor([[0.3526, 0.3559, 0.3440]], device='cuda:0') 
Episode: 164, v_vector: tensor([[0.3527, 0.3559, 0.3440]], device='cuda:0') 
Episode: 165, v_vector: tensor([[0.3528, 0.3559, 0.3440]], device='cuda:0') 
Episode: 166, v_vector: tensor([[0.3528, 0.3559, 0.3441]], device='cuda:0') 
Episode: 167, v_vector: tensor([[0.3529, 0.3558, 0.3439]], device='cuda:0') 
Episode: 168, v_vector: tensor([[0.3529, 0.3557, 0.3438]], device='cuda:0') 
Episode: 169, v_vector: tensor([[0.3530, 0.3557, 0.3437]], device='cuda:0') 
Episode: 170, v_vector: tensor([[0.3532, 0.3557, 0.3438]], device='cuda:0') 
Episode: 171, v_vector: tensor([[0.3535, 0.3556, 0.3438]], device='cuda:0') 
Episode: 172, v_vector: tensor([[0.3537, 0.3556, 0.3438]], device='cuda:0') 
Episode: 173, v_vector: tensor([[0.3540, 0.3555, 0.3439]], device='cuda:0') 
Episode: 174, v_vector: tensor([[0.3542, 0.3555, 0.3439]], device='cuda:0') 
Episode: 175, v_vector: tensor([[0.3543, 0.3554, 0.3436]], device='cuda:0') 
Episode: 176, v_vector: tensor([[0.3545, 0.3553, 0.3432]], device='cuda:0') 
Episode: 177, v_vector: tensor([[0.3546, 0.3552, 0.3429]], device='cuda:0') 
Episode: 178, v_vector: tensor([[0.3547, 0.3552, 0.3426]], device='cuda:0') 
Episode: 179, v_vector: tensor([[0.3548, 0.3551, 0.3424]], device='cuda:0') 
Episode: 180, v_vector: tensor([[0.3549, 0.3551, 0.3422]], device='cuda:0') 
Episode: 181, v_vector: tensor([[0.3551, 0.3550, 0.3420]], device='cuda:0') 
Episode: 182, v_vector: tensor([[0.3551, 0.3549, 0.3419]], device='cuda:0') 
Episode: 183, v_vector: tensor([[0.3552, 0.3548, 0.3417]], device='cuda:0') 
Episode: 184, v_vector: tensor([[0.3553, 0.3548, 0.3416]], device='cuda:0') 
Episode: 185, v_vector: tensor([[0.3554, 0.3547, 0.3415]], device='cuda:0') 
Episode: 186, v_vector: tensor([[0.3554, 0.3546, 0.3414]], device='cuda:0') 
Episode: 187, v_vector: tensor([[0.3554, 0.3545, 0.3413]], device='cuda:0') 
Episode: 188, v_vector: tensor([[0.3555, 0.3544, 0.3412]], device='cuda:0') 
Episode: 189, v_vector: tensor([[0.3555, 0.3544, 0.3412]], device='cuda:0') 
Episode: 190, v_vector: tensor([[0.3555, 0.3544, 0.3412]], device='cuda:0') 
Episode: 191, v_vector: tensor([[0.3555, 0.3544, 0.3413]], device='cuda:0') 
Episode: 192, v_vector: tensor([[0.3555, 0.3544, 0.3413]], device='cuda:0') 
Episode: 193, v_vector: tensor([[0.3555, 0.3543, 0.3413]], device='cuda:0') 
Episode: 194, v_vector: tensor([[0.3555, 0.3543, 0.3413]], device='cuda:0') 
Episode: 195, v_vector: tensor([[0.3555, 0.3543, 0.3412]], device='cuda:0') 
Episode: 196, v_vector: tensor([[0.3555, 0.3542, 0.3412]], device='cuda:0') 
Episode: 197, v_vector: tensor([[0.3554, 0.3542, 0.3411]], device='cuda:0') 
Episode: 198, v_vector: tensor([[0.3554, 0.3542, 0.3411]], device='cuda:0') 
Episode: 199, v_vector: tensor([[0.3554, 0.3541, 0.3411]], device='cuda:0') 
Episode: 200, v_vector: tensor([[0.3554, 0.3541, 0.3411]], device='cuda:0') 
