Train Episode: 1	Loss: 1.451655	Accuracy: 0.310	 Current training data: 70
Train Episode: 2	Loss: 1.044378	Accuracy: 0.530	 Current training data: 70
Train Episode: 3	Loss: 1.165529	Accuracy: 0.580	 Current training data: 70
Train Episode: 4	Loss: 0.741415	Accuracy: 0.600	 Current training data: 70
Train Episode: 5	Loss: 1.032679	Accuracy: 0.540	 Current training data: 70
Train Episode: 6	Loss: 1.199748	Accuracy: 0.420	 Current training data: 70
Train Episode: 7	Loss: 1.516062	Accuracy: 0.450	 Current training data: 70
Train Episode: 8	Loss: 1.296482	Accuracy: 0.460	 Current training data: 70
Train Episode: 9	Loss: 1.091955	Accuracy: 0.580	 Current training data: 70
Train Episode: 10	Loss: 1.214248	Accuracy: 0.430	 Current training data: 70
Train Episode: 11	Loss: 1.188033	Accuracy: 0.540	 Current training data: 70
Train Episode: 12	Loss: 1.275171	Accuracy: 0.250	 Current training data: 70
Train Episode: 13	Loss: 1.203186	Accuracy: 0.400	 Current training data: 70
Train Episode: 14	Loss: 1.379401	Accuracy: 0.220	 Current training data: 70
Train Episode: 15	Loss: 1.401529	Accuracy: 0.380	 Current training data: 70
Train Episode: 16	Loss: 1.847845	Accuracy: 0.370	 Current training data: 70
Train Episode: 17	Loss: 2.354521	Accuracy: 0.380	 Current training data: 70
Train Episode: 18	Loss: 1.038566	Accuracy: 0.590	 Current training data: 70
Train Episode: 19	Loss: 1.304047	Accuracy: 0.390	 Current training data: 70
Train Episode: 20	Loss: 1.155051	Accuracy: 0.500	 Current training data: 70
