Runner Episode: 1	Loss: 0.681693	Accuracy: 0.760 	 Current Training Data Per Class: 90
Runner Episode: 2	Loss: 0.938156	Accuracy: 0.650 	 Current Training Data Per Class: 90
Runner Episode: 3	Loss: 0.535888	Accuracy: 0.790 	 Current Training Data Per Class: 90
Runner Episode: 4	Loss: 1.548639	Accuracy: 0.610 	 Current Training Data Per Class: 90
Runner Episode: 5	Loss: 0.529697	Accuracy: 0.850 	 Current Training Data Per Class: 90
Runner Episode: 6	Loss: 0.572886	Accuracy: 0.790 	 Current Training Data Per Class: 90
Runner Episode: 7	Loss: 0.821712	Accuracy: 0.750 	 Current Training Data Per Class: 90
Runner Episode: 8	Loss: 0.452029	Accuracy: 0.800 	 Current Training Data Per Class: 90
Runner Episode: 9	Loss: 0.682952	Accuracy: 0.760 	 Current Training Data Per Class: 90
Runner Episode: 10	Loss: 0.522525	Accuracy: 0.860 	 Current Training Data Per Class: 90
Runner Episode: 11	Loss: 1.083153	Accuracy: 0.680 	 Current Training Data Per Class: 90
Runner Episode: 12	Loss: 0.593787	Accuracy: 0.790 	 Current Training Data Per Class: 90
Runner Episode: 13	Loss: 0.605998	Accuracy: 0.830 	 Current Training Data Per Class: 90
Runner Episode: 14	Loss: 0.445315	Accuracy: 0.820 	 Current Training Data Per Class: 90
Runner Episode: 15	Loss: 0.871550	Accuracy: 0.730 	 Current Training Data Per Class: 90
Runner Episode: 16	Loss: 0.995191	Accuracy: 0.730 	 Current Training Data Per Class: 90
Runner Episode: 17	Loss: 0.415971	Accuracy: 0.860 	 Current Training Data Per Class: 90
Runner Episode: 18	Loss: 0.731274	Accuracy: 0.690 	 Current Training Data Per Class: 90
Runner Episode: 19	Loss: 0.661147	Accuracy: 0.770 	 Current Training Data Per Class: 90
Runner Episode: 20	Loss: 0.442330	Accuracy: 0.900 	 Current Training Data Per Class: 90
Runner Episode: 21	Loss: 0.444737	Accuracy: 0.850 	 Current Training Data Per Class: 90
Runner Episode: 22	Loss: 0.641257	Accuracy: 0.750 	 Current Training Data Per Class: 90
Runner Episode: 23	Loss: 1.225540	Accuracy: 0.610 	 Current Training Data Per Class: 90
Runner Episode: 24	Loss: 0.711726	Accuracy: 0.770 	 Current Training Data Per Class: 90
Runner Episode: 25	Loss: 0.607407	Accuracy: 0.800 	 Current Training Data Per Class: 90
Runner Episode: 26	Loss: 0.854201	Accuracy: 0.760 	 Current Training Data Per Class: 90
Runner Episode: 27	Loss: 0.375951	Accuracy: 0.870 	 Current Training Data Per Class: 90
Runner Episode: 28	Loss: 0.395483	Accuracy: 0.830 	 Current Training Data Per Class: 90
Runner Episode: 29	Loss: 0.641745	Accuracy: 0.770 	 Current Training Data Per Class: 90
Runner Episode: 30	Loss: 1.141524	Accuracy: 0.680 	 Current Training Data Per Class: 90
Runner Episode: 31	Loss: 0.747250	Accuracy: 0.790 	 Current Training Data Per Class: 90
Runner Episode: 32	Loss: 0.326483	Accuracy: 0.860 	 Current Training Data Per Class: 90
Runner Episode: 33	Loss: 0.979806	Accuracy: 0.720 	 Current Training Data Per Class: 90
Runner Episode: 34	Loss: 0.818608	Accuracy: 0.780 	 Current Training Data Per Class: 90
Runner Episode: 35	Loss: 0.450998	Accuracy: 0.890 	 Current Training Data Per Class: 90
Runner Episode: 36	Loss: 1.246090	Accuracy: 0.630 	 Current Training Data Per Class: 90
Runner Episode: 37	Loss: 0.698387	Accuracy: 0.760 	 Current Training Data Per Class: 90
Runner Episode: 38	Loss: 0.468979	Accuracy: 0.810 	 Current Training Data Per Class: 90
Runner Episode: 39	Loss: 0.612898	Accuracy: 0.820 	 Current Training Data Per Class: 90
Runner Episode: 40	Loss: 0.441673	Accuracy: 0.870 	 Current Training Data Per Class: 90
Runner Episode: 41	Loss: 0.846630	Accuracy: 0.720 	 Current Training Data Per Class: 90
Runner Episode: 42	Loss: 0.987977	Accuracy: 0.690 	 Current Training Data Per Class: 90
Runner Episode: 43	Loss: 0.598344	Accuracy: 0.780 	 Current Training Data Per Class: 90
Runner Episode: 44	Loss: 0.532575	Accuracy: 0.810 	 Current Training Data Per Class: 90
Runner Episode: 45	Loss: 0.365383	Accuracy: 0.900 	 Current Training Data Per Class: 90
Runner Episode: 46	Loss: 1.119232	Accuracy: 0.680 	 Current Training Data Per Class: 90
Runner Episode: 47	Loss: 1.134168	Accuracy: 0.660 	 Current Training Data Per Class: 90
Runner Episode: 48	Loss: 0.401734	Accuracy: 0.790 	 Current Training Data Per Class: 90
Runner Episode: 49	Loss: 0.527216	Accuracy: 0.840 	 Current Training Data Per Class: 90
Runner Episode: 50	Loss: 0.816343	Accuracy: 0.740 	 Current Training Data Per Class: 90
Runner Episode: 51	Loss: 0.565415	Accuracy: 0.790 	 Current Training Data Per Class: 90
Runner Episode: 52	Loss: 0.569211	Accuracy: 0.860 	 Current Training Data Per Class: 90
Runner Episode: 53	Loss: 2.098596	Accuracy: 0.380 	 Current Training Data Per Class: 90
Runner Episode: 54	Loss: 0.729677	Accuracy: 0.790 	 Current Training Data Per Class: 90
Runner Episode: 55	Loss: 0.860882	Accuracy: 0.700 	 Current Training Data Per Class: 90
Runner Episode: 56	Loss: 1.070164	Accuracy: 0.720 	 Current Training Data Per Class: 90
Runner Episode: 57	Loss: 0.628111	Accuracy: 0.760 	 Current Training Data Per Class: 90
Runner Episode: 58	Loss: 0.743798	Accuracy: 0.720 	 Current Training Data Per Class: 90
Runner Episode: 59	Loss: 0.588138	Accuracy: 0.810 	 Current Training Data Per Class: 90
Runner Episode: 60	Loss: 0.717440	Accuracy: 0.730 	 Current Training Data Per Class: 90
Runner Episode: 61	Loss: 0.798350	Accuracy: 0.680 	 Current Training Data Per Class: 90
Runner Episode: 62	Loss: 0.403512	Accuracy: 0.870 	 Current Training Data Per Class: 90
Runner Episode: 63	Loss: 0.580338	Accuracy: 0.780 	 Current Training Data Per Class: 90
Runner Episode: 64	Loss: 0.701347	Accuracy: 0.750 	 Current Training Data Per Class: 90
Runner Episode: 65	Loss: 1.078614	Accuracy: 0.740 	 Current Training Data Per Class: 90
Runner Episode: 66	Loss: 0.381306	Accuracy: 0.840 	 Current Training Data Per Class: 90
Runner Episode: 67	Loss: 0.494620	Accuracy: 0.830 	 Current Training Data Per Class: 90
Runner Episode: 68	Loss: 0.421636	Accuracy: 0.850 	 Current Training Data Per Class: 90
Runner Episode: 69	Loss: 0.599882	Accuracy: 0.810 	 Current Training Data Per Class: 90
Runner Episode: 70	Loss: 0.696069	Accuracy: 0.730 	 Current Training Data Per Class: 90
Runner Episode: 71	Loss: 0.330615	Accuracy: 0.900 	 Current Training Data Per Class: 90
Runner Episode: 72	Loss: 1.835865	Accuracy: 0.440 	 Current Training Data Per Class: 90
