Runner Episode: 1	Loss: 2.013188	Accuracy: 0.730 	 Current Training Data Per Class: 140
Runner Episode: 2	Loss: 2.593625	Accuracy: 0.640 	 Current Training Data Per Class: 140
Runner Episode: 3	Loss: 5.346992	Accuracy: 0.510 	 Current Training Data Per Class: 140
Runner Episode: 4	Loss: 5.703306	Accuracy: 0.530 	 Current Training Data Per Class: 140
Runner Episode: 5	Loss: 4.456460	Accuracy: 0.530 	 Current Training Data Per Class: 140
Runner Episode: 6	Loss: 2.789799	Accuracy: 0.620 	 Current Training Data Per Class: 140
Runner Episode: 7	Loss: 5.500937	Accuracy: 0.550 	 Current Training Data Per Class: 140
Runner Episode: 8	Loss: 2.561985	Accuracy: 0.660 	 Current Training Data Per Class: 140
Runner Episode: 9	Loss: 3.066227	Accuracy: 0.640 	 Current Training Data Per Class: 140
Runner Episode: 10	Loss: 2.964663	Accuracy: 0.730 	 Current Training Data Per Class: 140
Runner Episode: 11	Loss: 2.605942	Accuracy: 0.670 	 Current Training Data Per Class: 140
Runner Episode: 12	Loss: 3.859155	Accuracy: 0.580 	 Current Training Data Per Class: 140
Runner Episode: 13	Loss: 4.373694	Accuracy: 0.600 	 Current Training Data Per Class: 140
Runner Episode: 14	Loss: 2.641212	Accuracy: 0.650 	 Current Training Data Per Class: 140
Runner Episode: 15	Loss: 3.860198	Accuracy: 0.660 	 Current Training Data Per Class: 140
Runner Episode: 16	Loss: 2.527257	Accuracy: 0.680 	 Current Training Data Per Class: 140
Runner Episode: 17	Loss: 2.018015	Accuracy: 0.720 	 Current Training Data Per Class: 140
Runner Episode: 18	Loss: 5.730674	Accuracy: 0.510 	 Current Training Data Per Class: 140
Runner Episode: 19	Loss: 7.286990	Accuracy: 0.530 	 Current Training Data Per Class: 140
Runner Episode: 20	Loss: 2.784820	Accuracy: 0.660 	 Current Training Data Per Class: 140
Runner Episode: 21	Loss: 2.555241	Accuracy: 0.580 	 Current Training Data Per Class: 140
Runner Episode: 22	Loss: 4.325305	Accuracy: 0.580 	 Current Training Data Per Class: 140
Runner Episode: 23	Loss: 2.773422	Accuracy: 0.650 	 Current Training Data Per Class: 140
Runner Episode: 24	Loss: 4.395540	Accuracy: 0.530 	 Current Training Data Per Class: 140
Runner Episode: 25	Loss: 2.925174	Accuracy: 0.640 	 Current Training Data Per Class: 140
Runner Episode: 26	Loss: 2.648218	Accuracy: 0.670 	 Current Training Data Per Class: 140
Runner Episode: 27	Loss: 2.667717	Accuracy: 0.630 	 Current Training Data Per Class: 140
Runner Episode: 28	Loss: 2.549224	Accuracy: 0.710 	 Current Training Data Per Class: 140
Runner Episode: 29	Loss: 3.249069	Accuracy: 0.590 	 Current Training Data Per Class: 140
Runner Episode: 30	Loss: 1.854234	Accuracy: 0.730 	 Current Training Data Per Class: 140
Runner Episode: 31	Loss: 2.665864	Accuracy: 0.680 	 Current Training Data Per Class: 140
Runner Episode: 32	Loss: 1.683141	Accuracy: 0.750 	 Current Training Data Per Class: 140
Runner Episode: 33	Loss: 2.856888	Accuracy: 0.680 	 Current Training Data Per Class: 140
Runner Episode: 34	Loss: 2.277296	Accuracy: 0.720 	 Current Training Data Per Class: 140
Runner Episode: 35	Loss: 1.781368	Accuracy: 0.670 	 Current Training Data Per Class: 140
Runner Episode: 36	Loss: 2.434463	Accuracy: 0.630 	 Current Training Data Per Class: 140
Runner Episode: 37	Loss: 2.302560	Accuracy: 0.710 	 Current Training Data Per Class: 140
Runner Episode: 38	Loss: 3.573630	Accuracy: 0.580 	 Current Training Data Per Class: 140
Runner Episode: 39	Loss: 4.094948	Accuracy: 0.550 	 Current Training Data Per Class: 140
Runner Episode: 40	Loss: 4.489940	Accuracy: 0.580 	 Current Training Data Per Class: 140
Runner Episode: 41	Loss: 2.760099	Accuracy: 0.670 	 Current Training Data Per Class: 140
Runner Episode: 42	Loss: 3.578085	Accuracy: 0.630 	 Current Training Data Per Class: 140
Runner Episode: 43	Loss: 3.686687	Accuracy: 0.540 	 Current Training Data Per Class: 140
Runner Episode: 44	Loss: 4.639886	Accuracy: 0.520 	 Current Training Data Per Class: 140
Runner Episode: 45	Loss: 3.120519	Accuracy: 0.650 	 Current Training Data Per Class: 140
Runner Episode: 46	Loss: 3.280227	Accuracy: 0.720 	 Current Training Data Per Class: 140
Runner Episode: 47	Loss: 3.724410	Accuracy: 0.520 	 Current Training Data Per Class: 140
Runner Episode: 48	Loss: 1.255645	Accuracy: 0.800 	 Current Training Data Per Class: 140
Runner Episode: 49	Loss: 4.098250	Accuracy: 0.660 	 Current Training Data Per Class: 140
Runner Episode: 50	Loss: 1.679513	Accuracy: 0.710 	 Current Training Data Per Class: 140
Runner Episode: 51	Loss: 2.602785	Accuracy: 0.720 	 Current Training Data Per Class: 140
Runner Episode: 52	Loss: 2.440665	Accuracy: 0.660 	 Current Training Data Per Class: 140
Runner Episode: 53	Loss: 5.317071	Accuracy: 0.520 	 Current Training Data Per Class: 140
Runner Episode: 54	Loss: 2.452835	Accuracy: 0.700 	 Current Training Data Per Class: 140
Runner Episode: 55	Loss: 6.798759	Accuracy: 0.470 	 Current Training Data Per Class: 140
Runner Episode: 56	Loss: 2.459299	Accuracy: 0.740 	 Current Training Data Per Class: 140
Runner Episode: 57	Loss: 2.789527	Accuracy: 0.650 	 Current Training Data Per Class: 140
Runner Episode: 58	Loss: 3.052075	Accuracy: 0.590 	 Current Training Data Per Class: 140
Runner Episode: 59	Loss: 2.218226	Accuracy: 0.720 	 Current Training Data Per Class: 140
Runner Episode: 60	Loss: 2.422750	Accuracy: 0.680 	 Current Training Data Per Class: 140
Runner Episode: 61	Loss: 5.105327	Accuracy: 0.510 	 Current Training Data Per Class: 140
Runner Episode: 62	Loss: 4.122569	Accuracy: 0.650 	 Current Training Data Per Class: 140
Runner Episode: 63	Loss: 2.622225	Accuracy: 0.720 	 Current Training Data Per Class: 140
Runner Episode: 64	Loss: 4.250396	Accuracy: 0.560 	 Current Training Data Per Class: 140
Runner Episode: 65	Loss: 3.190754	Accuracy: 0.630 	 Current Training Data Per Class: 140
Runner Episode: 66	Loss: 2.181757	Accuracy: 0.710 	 Current Training Data Per Class: 140
Runner Episode: 67	Loss: 4.007838	Accuracy: 0.570 	 Current Training Data Per Class: 140
Runner Episode: 68	Loss: 2.693257	Accuracy: 0.600 	 Current Training Data Per Class: 140
Runner Episode: 69	Loss: 2.562394	Accuracy: 0.700 	 Current Training Data Per Class: 140
Runner Episode: 70	Loss: 2.846159	Accuracy: 0.640 	 Current Training Data Per Class: 140
Runner Episode: 71	Loss: 3.841547	Accuracy: 0.630 	 Current Training Data Per Class: 140
Runner Episode: 72	Loss: 3.232642	Accuracy: 0.610 	 Current Training Data Per Class: 140
Runner Episode: 73	Loss: 3.762880	Accuracy: 0.530 	 Current Training Data Per Class: 140
Runner Episode: 74	Loss: 2.998059	Accuracy: 0.650 	 Current Training Data Per Class: 140
Runner Episode: 75	Loss: 4.592499	Accuracy: 0.540 	 Current Training Data Per Class: 140
Runner Episode: 76	Loss: 3.697259	Accuracy: 0.580 	 Current Training Data Per Class: 140
Runner Episode: 77	Loss: 1.758286	Accuracy: 0.740 	 Current Training Data Per Class: 140
Runner Episode: 78	Loss: 2.928426	Accuracy: 0.630 	 Current Training Data Per Class: 140
Runner Episode: 79	Loss: 2.673074	Accuracy: 0.690 	 Current Training Data Per Class: 140
Runner Episode: 80	Loss: 2.437253	Accuracy: 0.630 	 Current Training Data Per Class: 140
Runner Episode: 81	Loss: 4.156281	Accuracy: 0.630 	 Current Training Data Per Class: 140
Runner Episode: 82	Loss: 4.122835	Accuracy: 0.630 	 Current Training Data Per Class: 140
Runner Episode: 83	Loss: 1.976337	Accuracy: 0.720 	 Current Training Data Per Class: 140
Runner Episode: 84	Loss: 2.836180	Accuracy: 0.670 	 Current Training Data Per Class: 140
Runner Episode: 85	Loss: 2.519460	Accuracy: 0.620 	 Current Training Data Per Class: 140
Runner Episode: 86	Loss: 3.922906	Accuracy: 0.580 	 Current Training Data Per Class: 140
Runner Episode: 87	Loss: 4.727395	Accuracy: 0.470 	 Current Training Data Per Class: 140
Runner Episode: 88	Loss: 3.991212	Accuracy: 0.550 	 Current Training Data Per Class: 140
Runner Episode: 89	Loss: 3.843997	Accuracy: 0.520 	 Current Training Data Per Class: 140
Runner Episode: 90	Loss: 3.965788	Accuracy: 0.570 	 Current Training Data Per Class: 140
Runner Episode: 91	Loss: 2.906732	Accuracy: 0.680 	 Current Training Data Per Class: 140
Runner Episode: 92	Loss: 4.189471	Accuracy: 0.510 	 Current Training Data Per Class: 140
Runner Episode: 93	Loss: 5.340156	Accuracy: 0.560 	 Current Training Data Per Class: 140
Runner Episode: 94	Loss: 2.762529	Accuracy: 0.650 	 Current Training Data Per Class: 140
Runner Episode: 95	Loss: 3.965868	Accuracy: 0.560 	 Current Training Data Per Class: 140
Runner Episode: 96	Loss: 3.610487	Accuracy: 0.600 	 Current Training Data Per Class: 140
Runner Episode: 97	Loss: 2.630380	Accuracy: 0.670 	 Current Training Data Per Class: 140
Runner Episode: 98	Loss: 6.468613	Accuracy: 0.490 	 Current Training Data Per Class: 140
Runner Episode: 99	Loss: 1.443356	Accuracy: 0.720 	 Current Training Data Per Class: 140
Runner Episode: 100	Loss: 3.020375	Accuracy: 0.640 	 Current Training Data Per Class: 140
