Train Episode: 1	Loss: 0.224299	Accuracy: 0.930	 Current training data: 200
Train Episode: 2	Loss: 0.504297	Accuracy: 0.840	 Current training data: 200
Train Episode: 3	Loss: 0.547931	Accuracy: 0.820	 Current training data: 200
Train Episode: 4	Loss: 0.297657	Accuracy: 0.880	 Current training data: 200
Train Episode: 5	Loss: 0.414860	Accuracy: 0.900	 Current training data: 200
Train Episode: 6	Loss: 0.335003	Accuracy: 0.920	 Current training data: 200
Train Episode: 7	Loss: 0.385774	Accuracy: 0.860	 Current training data: 200
Train Episode: 8	Loss: 0.378196	Accuracy: 0.890	 Current training data: 200
Train Episode: 9	Loss: 0.324548	Accuracy: 0.900	 Current training data: 200
Train Episode: 10	Loss: 0.902366	Accuracy: 0.610	 Current training data: 200
Train Episode: 11	Loss: 0.452689	Accuracy: 0.830	 Current training data: 200
Train Episode: 12	Loss: 0.438608	Accuracy: 0.830	 Current training data: 200
Train Episode: 13	Loss: 0.297897	Accuracy: 0.890	 Current training data: 200
Train Episode: 14	Loss: 0.527665	Accuracy: 0.810	 Current training data: 200
Train Episode: 15	Loss: 0.436793	Accuracy: 0.800	 Current training data: 200
Train Episode: 16	Loss: 0.421459	Accuracy: 0.800	 Current training data: 200
Train Episode: 17	Loss: 0.425670	Accuracy: 0.880	 Current training data: 200
Train Episode: 18	Loss: 0.547975	Accuracy: 0.790	 Current training data: 200
Train Episode: 19	Loss: 0.415029	Accuracy: 0.870	 Current training data: 200
Train Episode: 20	Loss: 0.598015	Accuracy: 0.770	 Current training data: 200
