Train Episode: 1	Loss: 0.268960	Accuracy: 0.940	 Current training data: 120
Train Episode: 2	Loss: 0.370812	Accuracy: 0.880	 Current training data: 120
Train Episode: 3	Loss: 0.660327	Accuracy: 0.730	 Current training data: 120
Train Episode: 4	Loss: 0.510772	Accuracy: 0.830	 Current training data: 120
Train Episode: 5	Loss: 0.400080	Accuracy: 0.840	 Current training data: 120
Train Episode: 6	Loss: 0.501354	Accuracy: 0.850	 Current training data: 120
Train Episode: 7	Loss: 0.757847	Accuracy: 0.720	 Current training data: 120
Train Episode: 8	Loss: 0.398853	Accuracy: 0.840	 Current training data: 120
Train Episode: 9	Loss: 0.358559	Accuracy: 0.870	 Current training data: 120
Train Episode: 10	Loss: 0.620846	Accuracy: 0.720	 Current training data: 120
Train Episode: 11	Loss: 0.601723	Accuracy: 0.790	 Current training data: 120
Train Episode: 12	Loss: 0.492698	Accuracy: 0.810	 Current training data: 120
Train Episode: 13	Loss: 0.449335	Accuracy: 0.870	 Current training data: 120
Train Episode: 14	Loss: 0.697329	Accuracy: 0.770	 Current training data: 120
Train Episode: 15	Loss: 0.386131	Accuracy: 0.860	 Current training data: 120
Train Episode: 16	Loss: 0.426255	Accuracy: 0.860	 Current training data: 120
Train Episode: 17	Loss: 0.268218	Accuracy: 0.920	 Current training data: 120
Train Episode: 18	Loss: 0.604233	Accuracy: 0.790	 Current training data: 120
Train Episode: 19	Loss: 0.310876	Accuracy: 0.880	 Current training data: 120
Train Episode: 20	Loss: 0.641677	Accuracy: 0.720	 Current training data: 120
