Train Episode: 1	Loss: 0.696374	Accuracy: 0.710	 Current training data: 250
Train Episode: 2	Loss: 0.747850	Accuracy: 0.690	 Current training data: 250
Train Episode: 3	Loss: 0.864622	Accuracy: 0.690	 Current training data: 250
Train Episode: 4	Loss: 0.672105	Accuracy: 0.750	 Current training data: 250
Train Episode: 5	Loss: 1.214713	Accuracy: 0.675	 Current training data: 250
Train Episode: 6	Loss: 0.694829	Accuracy: 0.725	 Current training data: 250
Train Episode: 7	Loss: 0.809558	Accuracy: 0.660	 Current training data: 250
Train Episode: 8	Loss: 0.847117	Accuracy: 0.635	 Current training data: 250
Train Episode: 9	Loss: 0.796137	Accuracy: 0.690	 Current training data: 250
Train Episode: 10	Loss: 0.741740	Accuracy: 0.690	 Current training data: 250
Train Episode: 11	Loss: 1.341159	Accuracy: 0.575	 Current training data: 250
Train Episode: 12	Loss: 0.833019	Accuracy: 0.685	 Current training data: 250
Train Episode: 13	Loss: 1.142117	Accuracy: 0.580	 Current training data: 250
Train Episode: 14	Loss: 0.666758	Accuracy: 0.730	 Current training data: 250
Train Episode: 15	Loss: 0.953886	Accuracy: 0.630	 Current training data: 250
Train Episode: 16	Loss: 0.781014	Accuracy: 0.730	 Current training data: 250
Train Episode: 17	Loss: 0.743325	Accuracy: 0.705	 Current training data: 250
Train Episode: 18	Loss: 0.722727	Accuracy: 0.750	 Current training data: 250
Train Episode: 19	Loss: 0.704631	Accuracy: 0.700	 Current training data: 250
Train Episode: 20	Loss: 0.619216	Accuracy: 0.755	 Current training data: 250
