Runner Episode: 1	Loss: 1.143275	Accuracy: 0.710 	 Current Training Data Per Class: 90
Runner Episode: 2	Loss: 0.969928	Accuracy: 0.720 	 Current Training Data Per Class: 90
Runner Episode: 3	Loss: 1.038578	Accuracy: 0.750 	 Current Training Data Per Class: 90
Runner Episode: 4	Loss: 1.085114	Accuracy: 0.680 	 Current Training Data Per Class: 90
Runner Episode: 5	Loss: 0.527112	Accuracy: 0.820 	 Current Training Data Per Class: 90
Runner Episode: 6	Loss: 0.848450	Accuracy: 0.700 	 Current Training Data Per Class: 90
Runner Episode: 7	Loss: 0.965321	Accuracy: 0.680 	 Current Training Data Per Class: 90
Runner Episode: 8	Loss: 0.756577	Accuracy: 0.850 	 Current Training Data Per Class: 90
Runner Episode: 9	Loss: 0.810935	Accuracy: 0.730 	 Current Training Data Per Class: 90
Runner Episode: 10	Loss: 0.522582	Accuracy: 0.870 	 Current Training Data Per Class: 90
Runner Episode: 11	Loss: 0.985527	Accuracy: 0.720 	 Current Training Data Per Class: 90
Runner Episode: 12	Loss: 0.910230	Accuracy: 0.710 	 Current Training Data Per Class: 90
Runner Episode: 13	Loss: 0.818248	Accuracy: 0.790 	 Current Training Data Per Class: 90
Runner Episode: 14	Loss: 0.809824	Accuracy: 0.840 	 Current Training Data Per Class: 90
Runner Episode: 15	Loss: 0.995195	Accuracy: 0.700 	 Current Training Data Per Class: 90
Runner Episode: 16	Loss: 0.798825	Accuracy: 0.750 	 Current Training Data Per Class: 90
Runner Episode: 17	Loss: 0.481572	Accuracy: 0.850 	 Current Training Data Per Class: 90
Runner Episode: 18	Loss: 1.238212	Accuracy: 0.710 	 Current Training Data Per Class: 90
Runner Episode: 19	Loss: 0.840250	Accuracy: 0.800 	 Current Training Data Per Class: 90
Runner Episode: 20	Loss: 0.870701	Accuracy: 0.710 	 Current Training Data Per Class: 90
Runner Episode: 21	Loss: 1.032672	Accuracy: 0.620 	 Current Training Data Per Class: 90
Runner Episode: 22	Loss: 0.835775	Accuracy: 0.740 	 Current Training Data Per Class: 90
Runner Episode: 23	Loss: 1.241962	Accuracy: 0.730 	 Current Training Data Per Class: 90
Runner Episode: 24	Loss: 1.266630	Accuracy: 0.720 	 Current Training Data Per Class: 90
Runner Episode: 25	Loss: 0.836959	Accuracy: 0.780 	 Current Training Data Per Class: 90
Runner Episode: 26	Loss: 0.897528	Accuracy: 0.770 	 Current Training Data Per Class: 90
Runner Episode: 27	Loss: 0.642286	Accuracy: 0.820 	 Current Training Data Per Class: 90
