Runner Episode: 1	Loss: 0.262825	Accuracy: 0.900 	 Current Training Data Per Class: 170
Runner Episode: 2	Loss: 0.559848	Accuracy: 0.760 	 Current Training Data Per Class: 170
Runner Episode: 3	Loss: 0.247179	Accuracy: 0.930 	 Current Training Data Per Class: 170
Runner Episode: 4	Loss: 0.339775	Accuracy: 0.900 	 Current Training Data Per Class: 170
Runner Episode: 5	Loss: 0.281850	Accuracy: 0.920 	 Current Training Data Per Class: 170
Runner Episode: 6	Loss: 0.220575	Accuracy: 0.940 	 Current Training Data Per Class: 170
Runner Episode: 7	Loss: 0.295799	Accuracy: 0.900 	 Current Training Data Per Class: 170
Runner Episode: 8	Loss: 0.170108	Accuracy: 0.940 	 Current Training Data Per Class: 170
Runner Episode: 9	Loss: 0.476123	Accuracy: 0.860 	 Current Training Data Per Class: 170
Runner Episode: 10	Loss: 0.629205	Accuracy: 0.810 	 Current Training Data Per Class: 170
Runner Episode: 11	Loss: 0.443922	Accuracy: 0.890 	 Current Training Data Per Class: 170
Runner Episode: 12	Loss: 0.253094	Accuracy: 0.930 	 Current Training Data Per Class: 170
Runner Episode: 13	Loss: 0.202027	Accuracy: 0.930 	 Current Training Data Per Class: 170
Runner Episode: 14	Loss: 0.723981	Accuracy: 0.750 	 Current Training Data Per Class: 170
Runner Episode: 15	Loss: 0.232039	Accuracy: 0.920 	 Current Training Data Per Class: 170
Runner Episode: 16	Loss: 0.595895	Accuracy: 0.800 	 Current Training Data Per Class: 170
Runner Episode: 17	Loss: 0.438708	Accuracy: 0.820 	 Current Training Data Per Class: 170
Runner Episode: 18	Loss: 0.845925	Accuracy: 0.650 	 Current Training Data Per Class: 170
Runner Episode: 19	Loss: 0.309461	Accuracy: 0.900 	 Current Training Data Per Class: 170
Runner Episode: 20	Loss: 0.640887	Accuracy: 0.770 	 Current Training Data Per Class: 170
Runner Episode: 21	Loss: 0.417702	Accuracy: 0.850 	 Current Training Data Per Class: 170
Runner Episode: 22	Loss: 0.401876	Accuracy: 0.900 	 Current Training Data Per Class: 170
Runner Episode: 23	Loss: 0.341590	Accuracy: 0.900 	 Current Training Data Per Class: 170
Runner Episode: 24	Loss: 0.179074	Accuracy: 0.930 	 Current Training Data Per Class: 170
Runner Episode: 25	Loss: 0.149572	Accuracy: 0.950 	 Current Training Data Per Class: 170
Runner Episode: 26	Loss: 0.215569	Accuracy: 0.920 	 Current Training Data Per Class: 170
Runner Episode: 27	Loss: 0.273310	Accuracy: 0.890 	 Current Training Data Per Class: 170
Runner Episode: 28	Loss: 0.232721	Accuracy: 0.930 	 Current Training Data Per Class: 170
Runner Episode: 29	Loss: 0.425281	Accuracy: 0.860 	 Current Training Data Per Class: 170
Runner Episode: 30	Loss: 0.192497	Accuracy: 0.950 	 Current Training Data Per Class: 170
Runner Episode: 31	Loss: 0.107426	Accuracy: 0.940 	 Current Training Data Per Class: 170
Runner Episode: 32	Loss: 0.370484	Accuracy: 0.840 	 Current Training Data Per Class: 170
Runner Episode: 33	Loss: 0.269104	Accuracy: 0.900 	 Current Training Data Per Class: 170
Runner Episode: 34	Loss: 0.344701	Accuracy: 0.840 	 Current Training Data Per Class: 170
Runner Episode: 35	Loss: 0.517850	Accuracy: 0.860 	 Current Training Data Per Class: 170
Runner Episode: 36	Loss: 0.453170	Accuracy: 0.840 	 Current Training Data Per Class: 170
Runner Episode: 37	Loss: 0.425077	Accuracy: 0.850 	 Current Training Data Per Class: 170
Runner Episode: 38	Loss: 0.217338	Accuracy: 0.930 	 Current Training Data Per Class: 170
Runner Episode: 39	Loss: 0.342687	Accuracy: 0.870 	 Current Training Data Per Class: 170
Runner Episode: 40	Loss: 0.303082	Accuracy: 0.870 	 Current Training Data Per Class: 170
Runner Episode: 41	Loss: 0.506311	Accuracy: 0.820 	 Current Training Data Per Class: 170
Runner Episode: 42	Loss: 0.425910	Accuracy: 0.850 	 Current Training Data Per Class: 170
Runner Episode: 43	Loss: 0.369294	Accuracy: 0.840 	 Current Training Data Per Class: 170
Runner Episode: 44	Loss: 0.305824	Accuracy: 0.930 	 Current Training Data Per Class: 170
Runner Episode: 45	Loss: 0.380542	Accuracy: 0.900 	 Current Training Data Per Class: 170
Runner Episode: 46	Loss: 0.642999	Accuracy: 0.800 	 Current Training Data Per Class: 170
Runner Episode: 47	Loss: 0.187650	Accuracy: 0.940 	 Current Training Data Per Class: 170
Runner Episode: 48	Loss: 0.256764	Accuracy: 0.930 	 Current Training Data Per Class: 170
Runner Episode: 49	Loss: 0.278526	Accuracy: 0.930 	 Current Training Data Per Class: 170
Runner Episode: 50	Loss: 0.330589	Accuracy: 0.870 	 Current Training Data Per Class: 170
