Train Episode: 1	Loss: 1.262032	Accuracy: 0.490	 Current training data: 70
Train Episode: 2	Loss: 1.192510	Accuracy: 0.520	 Current training data: 70
Train Episode: 3	Loss: 1.628462	Accuracy: 0.200	 Current training data: 70
Train Episode: 4	Loss: 1.812332	Accuracy: 0.200	 Current training data: 70
Train Episode: 5	Loss: 1.682874	Accuracy: 0.200	 Current training data: 70
Train Episode: 6	Loss: 0.791897	Accuracy: 0.610	 Current training data: 70
Train Episode: 7	Loss: 1.386505	Accuracy: 0.230	 Current training data: 70
Train Episode: 8	Loss: 1.466071	Accuracy: 0.360	 Current training data: 70
Train Episode: 9	Loss: 1.723098	Accuracy: 0.290	 Current training data: 70
Train Episode: 10	Loss: 1.070690	Accuracy: 0.660	 Current training data: 70
Train Episode: 11	Loss: 1.835211	Accuracy: 0.200	 Current training data: 70
Train Episode: 12	Loss: 3.557606	Accuracy: 0.240	 Current training data: 70
Train Episode: 13	Loss: 1.472784	Accuracy: 0.370	 Current training data: 70
Train Episode: 14	Loss: 1.631889	Accuracy: 0.200	 Current training data: 70
Train Episode: 15	Loss: 1.446803	Accuracy: 0.390	 Current training data: 70
Train Episode: 16	Loss: 1.298996	Accuracy: 0.400	 Current training data: 70
Train Episode: 17	Loss: 1.902993	Accuracy: 0.400	 Current training data: 70
Train Episode: 18	Loss: 1.281838	Accuracy: 0.560	 Current training data: 70
Train Episode: 19	Loss: 1.362080	Accuracy: 0.400	 Current training data: 70
Train Episode: 20	Loss: 1.247542	Accuracy: 0.550	 Current training data: 70
