Runner Episode: 1	Loss: 0.324004	Accuracy: 0.870 	 Current Training Data Per Class: 275
Runner Episode: 2	Loss: 0.293320	Accuracy: 0.940 	 Current Training Data Per Class: 275
Runner Episode: 3	Loss: 0.182134	Accuracy: 0.970 	 Current Training Data Per Class: 275
Runner Episode: 4	Loss: 0.268698	Accuracy: 0.910 	 Current Training Data Per Class: 275
Runner Episode: 5	Loss: 0.336587	Accuracy: 0.840 	 Current Training Data Per Class: 275
Runner Episode: 6	Loss: 0.217267	Accuracy: 0.940 	 Current Training Data Per Class: 275
Runner Episode: 7	Loss: 0.272786	Accuracy: 0.890 	 Current Training Data Per Class: 275
Runner Episode: 8	Loss: 0.178231	Accuracy: 0.930 	 Current Training Data Per Class: 275
Runner Episode: 9	Loss: 0.410313	Accuracy: 0.800 	 Current Training Data Per Class: 275
Runner Episode: 10	Loss: 0.362377	Accuracy: 0.870 	 Current Training Data Per Class: 275
Runner Episode: 11	Loss: 0.362831	Accuracy: 0.870 	 Current Training Data Per Class: 275
Runner Episode: 12	Loss: 0.229121	Accuracy: 0.940 	 Current Training Data Per Class: 275
Runner Episode: 13	Loss: 0.178764	Accuracy: 0.940 	 Current Training Data Per Class: 275
Runner Episode: 14	Loss: 0.523529	Accuracy: 0.860 	 Current Training Data Per Class: 275
Runner Episode: 15	Loss: 0.309971	Accuracy: 0.920 	 Current Training Data Per Class: 275
Runner Episode: 16	Loss: 0.062519	Accuracy: 0.990 	 Current Training Data Per Class: 275
Runner Episode: 17	Loss: 0.232769	Accuracy: 0.930 	 Current Training Data Per Class: 275
Runner Episode: 18	Loss: 0.381546	Accuracy: 0.850 	 Current Training Data Per Class: 275
Runner Episode: 19	Loss: 0.356768	Accuracy: 0.890 	 Current Training Data Per Class: 275
Runner Episode: 20	Loss: 0.187143	Accuracy: 0.950 	 Current Training Data Per Class: 275
Runner Episode: 21	Loss: 0.453374	Accuracy: 0.870 	 Current Training Data Per Class: 275
Runner Episode: 22	Loss: 0.363550	Accuracy: 0.890 	 Current Training Data Per Class: 275
Runner Episode: 23	Loss: 0.276067	Accuracy: 0.930 	 Current Training Data Per Class: 275
Runner Episode: 24	Loss: 0.250168	Accuracy: 0.900 	 Current Training Data Per Class: 275
Runner Episode: 25	Loss: 0.671461	Accuracy: 0.650 	 Current Training Data Per Class: 275
Runner Episode: 26	Loss: 0.226384	Accuracy: 0.890 	 Current Training Data Per Class: 275
Runner Episode: 27	Loss: 0.342718	Accuracy: 0.910 	 Current Training Data Per Class: 275
Runner Episode: 28	Loss: 0.330232	Accuracy: 0.910 	 Current Training Data Per Class: 275
Runner Episode: 29	Loss: 0.400591	Accuracy: 0.910 	 Current Training Data Per Class: 275
Runner Episode: 30	Loss: 0.215361	Accuracy: 0.940 	 Current Training Data Per Class: 275
Runner Episode: 31	Loss: 0.184152	Accuracy: 0.950 	 Current Training Data Per Class: 275
Runner Episode: 32	Loss: 0.224317	Accuracy: 0.920 	 Current Training Data Per Class: 275
Runner Episode: 33	Loss: 0.342786	Accuracy: 0.870 	 Current Training Data Per Class: 275
Runner Episode: 34	Loss: 0.288100	Accuracy: 0.920 	 Current Training Data Per Class: 275
Runner Episode: 35	Loss: 0.201353	Accuracy: 0.880 	 Current Training Data Per Class: 275
Runner Episode: 36	Loss: 0.836055	Accuracy: 0.740 	 Current Training Data Per Class: 275
Runner Episode: 37	Loss: 0.303826	Accuracy: 0.900 	 Current Training Data Per Class: 275
Runner Episode: 38	Loss: 0.305656	Accuracy: 0.910 	 Current Training Data Per Class: 275
Runner Episode: 39	Loss: 0.414338	Accuracy: 0.870 	 Current Training Data Per Class: 275
Runner Episode: 40	Loss: 0.302316	Accuracy: 0.900 	 Current Training Data Per Class: 275
Runner Episode: 41	Loss: 0.735694	Accuracy: 0.710 	 Current Training Data Per Class: 275
Runner Episode: 42	Loss: 0.306163	Accuracy: 0.890 	 Current Training Data Per Class: 275
Runner Episode: 43	Loss: 0.303546	Accuracy: 0.870 	 Current Training Data Per Class: 275
Runner Episode: 44	Loss: 0.393050	Accuracy: 0.850 	 Current Training Data Per Class: 275
Runner Episode: 45	Loss: 0.521099	Accuracy: 0.760 	 Current Training Data Per Class: 275
Runner Episode: 46	Loss: 0.115366	Accuracy: 0.970 	 Current Training Data Per Class: 275
Runner Episode: 47	Loss: 0.247138	Accuracy: 0.900 	 Current Training Data Per Class: 275
Runner Episode: 48	Loss: 0.145517	Accuracy: 0.960 	 Current Training Data Per Class: 275
Runner Episode: 49	Loss: 0.125041	Accuracy: 0.950 	 Current Training Data Per Class: 275
Runner Episode: 50	Loss: 0.615389	Accuracy: 0.760 	 Current Training Data Per Class: 275
