Train Episode: 1	Loss: 1.265649	Accuracy: 0.470	 Current training data: 90
Train Episode: 2	Loss: 1.344992	Accuracy: 0.430	 Current training data: 90
Train Episode: 3	Loss: 0.895184	Accuracy: 0.570	 Current training data: 90
Train Episode: 4	Loss: 1.224849	Accuracy: 0.580	 Current training data: 90
Train Episode: 5	Loss: 1.483628	Accuracy: 0.310	 Current training data: 90
Train Episode: 6	Loss: 1.115966	Accuracy: 0.550	 Current training data: 90
Train Episode: 7	Loss: 1.060739	Accuracy: 0.730	 Current training data: 90
Train Episode: 8	Loss: 1.402373	Accuracy: 0.370	 Current training data: 90
Train Episode: 9	Loss: 1.094743	Accuracy: 0.520	 Current training data: 90
Train Episode: 10	Loss: 0.711736	Accuracy: 0.690	 Current training data: 90
Train Episode: 11	Loss: 1.006813	Accuracy: 0.610	 Current training data: 90
Train Episode: 12	Loss: 1.196372	Accuracy: 0.430	 Current training data: 90
Train Episode: 13	Loss: 1.216236	Accuracy: 0.480	 Current training data: 90
Train Episode: 14	Loss: 0.922811	Accuracy: 0.640	 Current training data: 90
Train Episode: 15	Loss: 1.126572	Accuracy: 0.510	 Current training data: 90
Train Episode: 16	Loss: 1.437573	Accuracy: 0.520	 Current training data: 90
Train Episode: 17	Loss: 0.822866	Accuracy: 0.740	 Current training data: 90
Train Episode: 18	Loss: 1.538025	Accuracy: 0.220	 Current training data: 90
Train Episode: 19	Loss: 1.474124	Accuracy: 0.460	 Current training data: 90
Train Episode: 20	Loss: 1.441796	Accuracy: 0.500	 Current training data: 90
