Runner Episode: 1	Loss: 0.143494	Accuracy: 0.960 	 Current Training Data Per Class: 250
Runner Episode: 2	Loss: 0.521921	Accuracy: 0.770 	 Current Training Data Per Class: 250
Runner Episode: 3	Loss: 0.202414	Accuracy: 0.930 	 Current Training Data Per Class: 250
Runner Episode: 4	Loss: 0.257190	Accuracy: 0.910 	 Current Training Data Per Class: 250
Runner Episode: 5	Loss: 0.161047	Accuracy: 0.950 	 Current Training Data Per Class: 250
Runner Episode: 6	Loss: 0.175141	Accuracy: 0.960 	 Current Training Data Per Class: 250
Runner Episode: 7	Loss: 0.368065	Accuracy: 0.880 	 Current Training Data Per Class: 250
Runner Episode: 8	Loss: 0.278353	Accuracy: 0.910 	 Current Training Data Per Class: 250
Runner Episode: 9	Loss: 0.270221	Accuracy: 0.900 	 Current Training Data Per Class: 250
Runner Episode: 10	Loss: 0.401423	Accuracy: 0.860 	 Current Training Data Per Class: 250
Runner Episode: 11	Loss: 0.338810	Accuracy: 0.890 	 Current Training Data Per Class: 250
Runner Episode: 12	Loss: 0.509207	Accuracy: 0.840 	 Current Training Data Per Class: 250
Runner Episode: 13	Loss: 0.190393	Accuracy: 0.910 	 Current Training Data Per Class: 250
Runner Episode: 14	Loss: 0.365876	Accuracy: 0.870 	 Current Training Data Per Class: 250
Runner Episode: 15	Loss: 0.400613	Accuracy: 0.860 	 Current Training Data Per Class: 250
Runner Episode: 16	Loss: 0.506413	Accuracy: 0.850 	 Current Training Data Per Class: 250
Runner Episode: 17	Loss: 0.441222	Accuracy: 0.830 	 Current Training Data Per Class: 250
Runner Episode: 18	Loss: 0.411100	Accuracy: 0.830 	 Current Training Data Per Class: 250
Runner Episode: 19	Loss: 0.367551	Accuracy: 0.900 	 Current Training Data Per Class: 250
Runner Episode: 20	Loss: 0.378821	Accuracy: 0.850 	 Current Training Data Per Class: 250
Runner Episode: 21	Loss: 0.178383	Accuracy: 0.940 	 Current Training Data Per Class: 250
Runner Episode: 22	Loss: 0.179328	Accuracy: 0.940 	 Current Training Data Per Class: 250
Runner Episode: 23	Loss: 0.242423	Accuracy: 0.930 	 Current Training Data Per Class: 250
Runner Episode: 24	Loss: 0.206012	Accuracy: 0.970 	 Current Training Data Per Class: 250
Runner Episode: 25	Loss: 0.253800	Accuracy: 0.900 	 Current Training Data Per Class: 250
Runner Episode: 26	Loss: 0.233011	Accuracy: 0.930 	 Current Training Data Per Class: 250
Runner Episode: 27	Loss: 0.258448	Accuracy: 0.920 	 Current Training Data Per Class: 250
Runner Episode: 28	Loss: 0.348214	Accuracy: 0.870 	 Current Training Data Per Class: 250
Runner Episode: 29	Loss: 0.312392	Accuracy: 0.850 	 Current Training Data Per Class: 250
Runner Episode: 30	Loss: 0.209072	Accuracy: 0.920 	 Current Training Data Per Class: 250
Runner Episode: 31	Loss: 0.128131	Accuracy: 0.960 	 Current Training Data Per Class: 250
Runner Episode: 32	Loss: 0.309761	Accuracy: 0.910 	 Current Training Data Per Class: 250
Runner Episode: 33	Loss: 0.157288	Accuracy: 0.960 	 Current Training Data Per Class: 250
Runner Episode: 34	Loss: 0.722089	Accuracy: 0.710 	 Current Training Data Per Class: 250
Runner Episode: 35	Loss: 0.454691	Accuracy: 0.870 	 Current Training Data Per Class: 250
Runner Episode: 36	Loss: 0.228798	Accuracy: 0.930 	 Current Training Data Per Class: 250
Runner Episode: 37	Loss: 0.291191	Accuracy: 0.890 	 Current Training Data Per Class: 250
Runner Episode: 38	Loss: 0.431619	Accuracy: 0.840 	 Current Training Data Per Class: 250
Runner Episode: 39	Loss: 0.277366	Accuracy: 0.890 	 Current Training Data Per Class: 250
Runner Episode: 40	Loss: 0.307267	Accuracy: 0.910 	 Current Training Data Per Class: 250
Runner Episode: 41	Loss: 0.617303	Accuracy: 0.780 	 Current Training Data Per Class: 250
Runner Episode: 42	Loss: 0.546772	Accuracy: 0.870 	 Current Training Data Per Class: 250
Runner Episode: 43	Loss: 0.462959	Accuracy: 0.830 	 Current Training Data Per Class: 250
Runner Episode: 44	Loss: 0.526810	Accuracy: 0.780 	 Current Training Data Per Class: 250
Runner Episode: 45	Loss: 0.313546	Accuracy: 0.910 	 Current Training Data Per Class: 250
Runner Episode: 46	Loss: 0.594049	Accuracy: 0.840 	 Current Training Data Per Class: 250
Runner Episode: 47	Loss: 0.146232	Accuracy: 0.940 	 Current Training Data Per Class: 250
Runner Episode: 48	Loss: 0.243957	Accuracy: 0.910 	 Current Training Data Per Class: 250
Runner Episode: 49	Loss: 0.184343	Accuracy: 0.950 	 Current Training Data Per Class: 250
Runner Episode: 50	Loss: 0.381018	Accuracy: 0.850 	 Current Training Data Per Class: 250
