Train Episode: 1	Loss: 1.352930	Accuracy: 0.485	 Current training data: 50
Train Episode: 2	Loss: 1.517343	Accuracy: 0.305	 Current training data: 50
Train Episode: 3	Loss: 2.231007	Accuracy: 0.100	 Current training data: 50
Train Episode: 4	Loss: 1.490317	Accuracy: 0.295	 Current training data: 50
Train Episode: 5	Loss: 1.565206	Accuracy: 0.345	 Current training data: 50
Train Episode: 6	Loss: 1.860249	Accuracy: 0.315	 Current training data: 50
Train Episode: 7	Loss: 1.615931	Accuracy: 0.230	 Current training data: 50
Train Episode: 8	Loss: 1.503298	Accuracy: 0.320	 Current training data: 50
Train Episode: 9	Loss: 1.776445	Accuracy: 0.200	 Current training data: 50
Train Episode: 10	Loss: 1.907430	Accuracy: 0.200	 Current training data: 50
Train Episode: 11	Loss: 1.777780	Accuracy: 0.210	 Current training data: 50
Train Episode: 12	Loss: 1.795611	Accuracy: 0.295	 Current training data: 50
Train Episode: 13	Loss: 1.827258	Accuracy: 0.215	 Current training data: 50
Train Episode: 14	Loss: 1.720467	Accuracy: 0.365	 Current training data: 50
Train Episode: 15	Loss: 1.580007	Accuracy: 0.305	 Current training data: 50
Train Episode: 16	Loss: 1.614620	Accuracy: 0.290	 Current training data: 50
Train Episode: 17	Loss: 1.719700	Accuracy: 0.275	 Current training data: 50
Train Episode: 18	Loss: 1.652673	Accuracy: 0.205	 Current training data: 50
Train Episode: 19	Loss: 1.491382	Accuracy: 0.300	 Current training data: 50
Train Episode: 20	Loss: 1.791976	Accuracy: 0.210	 Current training data: 50
