Runner Episode: 1	Loss: 1.093206	Accuracy: 0.550 	 Current Training Data Per Class: 5
Runner Episode: 2	Loss: 2.106042	Accuracy: 0.230 	 Current Training Data Per Class: 5
Runner Episode: 3	Loss: 2.390097	Accuracy: 0.210 	 Current Training Data Per Class: 5
Runner Episode: 4	Loss: 2.453759	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 5	Loss: 2.130215	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 6	Loss: 2.828779	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 7	Loss: 2.926137	Accuracy: 0.220 	 Current Training Data Per Class: 5
Runner Episode: 8	Loss: 2.982155	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 9	Loss: 2.155569	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 10	Loss: 2.992346	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 11	Loss: 2.552077	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 12	Loss: 2.120380	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 13	Loss: 2.110337	Accuracy: 0.260 	 Current Training Data Per Class: 5
Runner Episode: 14	Loss: 2.428033	Accuracy: 0.450 	 Current Training Data Per Class: 5
Runner Episode: 15	Loss: 2.234555	Accuracy: 0.200 	 Current Training Data Per Class: 5
Runner Episode: 16	Loss: 2.682333	Accuracy: 0.220 	 Current Training Data Per Class: 5
Runner Episode: 17	Loss: 2.168766	Accuracy: 0.180 	 Current Training Data Per Class: 5
Runner Episode: 18	Loss: 1.807152	Accuracy: 0.400 	 Current Training Data Per Class: 5
Runner Episode: 19	Loss: 2.910059	Accuracy: 0.380 	 Current Training Data Per Class: 5
Runner Episode: 20	Loss: 2.302699	Accuracy: 0.210 	 Current Training Data Per Class: 5
