Runner Episode: 1	Loss: 0.257626	Accuracy: 0.910 	 Current Training Data Per Class: 225
Runner Episode: 2	Loss: 0.844593	Accuracy: 0.720 	 Current Training Data Per Class: 225
Runner Episode: 3	Loss: 0.296007	Accuracy: 0.890 	 Current Training Data Per Class: 225
Runner Episode: 4	Loss: 0.562243	Accuracy: 0.800 	 Current Training Data Per Class: 225
Runner Episode: 5	Loss: 0.266293	Accuracy: 0.950 	 Current Training Data Per Class: 225
Runner Episode: 6	Loss: 0.370747	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 7	Loss: 0.543204	Accuracy: 0.840 	 Current Training Data Per Class: 225
Runner Episode: 8	Loss: 0.206926	Accuracy: 0.940 	 Current Training Data Per Class: 225
Runner Episode: 9	Loss: 0.412944	Accuracy: 0.880 	 Current Training Data Per Class: 225
Runner Episode: 10	Loss: 0.321514	Accuracy: 0.880 	 Current Training Data Per Class: 225
Runner Episode: 11	Loss: 0.155856	Accuracy: 0.980 	 Current Training Data Per Class: 225
Runner Episode: 12	Loss: 0.362896	Accuracy: 0.900 	 Current Training Data Per Class: 225
Runner Episode: 13	Loss: 0.141211	Accuracy: 0.950 	 Current Training Data Per Class: 225
Runner Episode: 14	Loss: 0.700312	Accuracy: 0.740 	 Current Training Data Per Class: 225
Runner Episode: 15	Loss: 0.518582	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 16	Loss: 0.573946	Accuracy: 0.830 	 Current Training Data Per Class: 225
Runner Episode: 17	Loss: 0.499305	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 18	Loss: 1.076708	Accuracy: 0.640 	 Current Training Data Per Class: 225
Runner Episode: 19	Loss: 0.783216	Accuracy: 0.730 	 Current Training Data Per Class: 225
Runner Episode: 20	Loss: 0.540752	Accuracy: 0.740 	 Current Training Data Per Class: 225
Runner Episode: 21	Loss: 0.448356	Accuracy: 0.880 	 Current Training Data Per Class: 225
Runner Episode: 22	Loss: 0.371278	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 23	Loss: 0.324416	Accuracy: 0.930 	 Current Training Data Per Class: 225
Runner Episode: 24	Loss: 0.250949	Accuracy: 0.900 	 Current Training Data Per Class: 225
Runner Episode: 25	Loss: 0.382772	Accuracy: 0.890 	 Current Training Data Per Class: 225
Runner Episode: 26	Loss: 0.241521	Accuracy: 0.920 	 Current Training Data Per Class: 225
Runner Episode: 27	Loss: 0.351667	Accuracy: 0.900 	 Current Training Data Per Class: 225
Runner Episode: 28	Loss: 0.260255	Accuracy: 0.910 	 Current Training Data Per Class: 225
Runner Episode: 29	Loss: 0.794178	Accuracy: 0.720 	 Current Training Data Per Class: 225
Runner Episode: 30	Loss: 0.207633	Accuracy: 0.950 	 Current Training Data Per Class: 225
Runner Episode: 31	Loss: 0.093191	Accuracy: 0.960 	 Current Training Data Per Class: 225
Runner Episode: 32	Loss: 0.502507	Accuracy: 0.820 	 Current Training Data Per Class: 225
Runner Episode: 33	Loss: 0.141991	Accuracy: 0.940 	 Current Training Data Per Class: 225
Runner Episode: 34	Loss: 0.894879	Accuracy: 0.790 	 Current Training Data Per Class: 225
Runner Episode: 35	Loss: 0.410442	Accuracy: 0.810 	 Current Training Data Per Class: 225
Runner Episode: 36	Loss: 0.323055	Accuracy: 0.920 	 Current Training Data Per Class: 225
Runner Episode: 37	Loss: 0.422120	Accuracy: 0.880 	 Current Training Data Per Class: 225
Runner Episode: 38	Loss: 0.248767	Accuracy: 0.910 	 Current Training Data Per Class: 225
Runner Episode: 39	Loss: 0.412940	Accuracy: 0.860 	 Current Training Data Per Class: 225
Runner Episode: 40	Loss: 0.351408	Accuracy: 0.880 	 Current Training Data Per Class: 225
Runner Episode: 41	Loss: 0.618601	Accuracy: 0.810 	 Current Training Data Per Class: 225
Runner Episode: 42	Loss: 0.340704	Accuracy: 0.870 	 Current Training Data Per Class: 225
Runner Episode: 43	Loss: 0.333282	Accuracy: 0.920 	 Current Training Data Per Class: 225
Runner Episode: 44	Loss: 0.418407	Accuracy: 0.840 	 Current Training Data Per Class: 225
Runner Episode: 45	Loss: 0.391159	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 46	Loss: 0.378265	Accuracy: 0.830 	 Current Training Data Per Class: 225
Runner Episode: 47	Loss: 0.345090	Accuracy: 0.870 	 Current Training Data Per Class: 225
Runner Episode: 48	Loss: 0.116107	Accuracy: 0.980 	 Current Training Data Per Class: 225
Runner Episode: 49	Loss: 0.237858	Accuracy: 0.910 	 Current Training Data Per Class: 225
Runner Episode: 50	Loss: 0.459408	Accuracy: 0.810 	 Current Training Data Per Class: 225
