Runner Episode: 1	Loss: 0.387385	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 2	Loss: 0.280080	Accuracy: 0.890 	 Current Training Data Per Class: 225
Runner Episode: 3	Loss: 0.124003	Accuracy: 0.970 	 Current Training Data Per Class: 225
Runner Episode: 4	Loss: 0.467768	Accuracy: 0.860 	 Current Training Data Per Class: 225
Runner Episode: 5	Loss: 0.526205	Accuracy: 0.760 	 Current Training Data Per Class: 225
Runner Episode: 6	Loss: 0.243881	Accuracy: 0.950 	 Current Training Data Per Class: 225
Runner Episode: 7	Loss: 0.391039	Accuracy: 0.880 	 Current Training Data Per Class: 225
Runner Episode: 8	Loss: 0.178223	Accuracy: 0.950 	 Current Training Data Per Class: 225
Runner Episode: 9	Loss: 0.538066	Accuracy: 0.780 	 Current Training Data Per Class: 225
Runner Episode: 10	Loss: 0.452272	Accuracy: 0.860 	 Current Training Data Per Class: 225
Runner Episode: 11	Loss: 0.443864	Accuracy: 0.840 	 Current Training Data Per Class: 225
Runner Episode: 12	Loss: 0.347327	Accuracy: 0.840 	 Current Training Data Per Class: 225
Runner Episode: 13	Loss: 0.271699	Accuracy: 0.920 	 Current Training Data Per Class: 225
Runner Episode: 14	Loss: 0.549982	Accuracy: 0.840 	 Current Training Data Per Class: 225
Runner Episode: 15	Loss: 0.948916	Accuracy: 0.690 	 Current Training Data Per Class: 225
Runner Episode: 16	Loss: 0.139807	Accuracy: 0.950 	 Current Training Data Per Class: 225
Runner Episode: 17	Loss: 0.174006	Accuracy: 0.940 	 Current Training Data Per Class: 225
Runner Episode: 18	Loss: 0.630174	Accuracy: 0.740 	 Current Training Data Per Class: 225
Runner Episode: 19	Loss: 0.588805	Accuracy: 0.840 	 Current Training Data Per Class: 225
Runner Episode: 20	Loss: 0.319713	Accuracy: 0.920 	 Current Training Data Per Class: 225
Runner Episode: 21	Loss: 0.585748	Accuracy: 0.780 	 Current Training Data Per Class: 225
Runner Episode: 22	Loss: 0.481812	Accuracy: 0.820 	 Current Training Data Per Class: 225
Runner Episode: 23	Loss: 0.363015	Accuracy: 0.910 	 Current Training Data Per Class: 225
Runner Episode: 24	Loss: 0.283126	Accuracy: 0.900 	 Current Training Data Per Class: 225
Runner Episode: 25	Loss: 0.602545	Accuracy: 0.750 	 Current Training Data Per Class: 225
Runner Episode: 26	Loss: 0.461350	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 27	Loss: 0.448960	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 28	Loss: 0.369065	Accuracy: 0.820 	 Current Training Data Per Class: 225
Runner Episode: 29	Loss: 0.637226	Accuracy: 0.780 	 Current Training Data Per Class: 225
Runner Episode: 30	Loss: 0.188161	Accuracy: 0.950 	 Current Training Data Per Class: 225
Runner Episode: 31	Loss: 0.313157	Accuracy: 0.920 	 Current Training Data Per Class: 225
Runner Episode: 32	Loss: 0.261557	Accuracy: 0.910 	 Current Training Data Per Class: 225
Runner Episode: 33	Loss: 0.350092	Accuracy: 0.880 	 Current Training Data Per Class: 225
Runner Episode: 34	Loss: 0.470545	Accuracy: 0.810 	 Current Training Data Per Class: 225
Runner Episode: 35	Loss: 0.236850	Accuracy: 0.920 	 Current Training Data Per Class: 225
Runner Episode: 36	Loss: 0.515717	Accuracy: 0.800 	 Current Training Data Per Class: 225
Runner Episode: 37	Loss: 0.299294	Accuracy: 0.930 	 Current Training Data Per Class: 225
Runner Episode: 38	Loss: 0.265089	Accuracy: 0.950 	 Current Training Data Per Class: 225
Runner Episode: 39	Loss: 0.204260	Accuracy: 0.960 	 Current Training Data Per Class: 225
Runner Episode: 40	Loss: 0.373305	Accuracy: 0.850 	 Current Training Data Per Class: 225
Runner Episode: 41	Loss: 0.649269	Accuracy: 0.770 	 Current Training Data Per Class: 225
Runner Episode: 42	Loss: 0.309968	Accuracy: 0.870 	 Current Training Data Per Class: 225
Runner Episode: 43	Loss: 0.524032	Accuracy: 0.840 	 Current Training Data Per Class: 225
Runner Episode: 44	Loss: 0.322715	Accuracy: 0.910 	 Current Training Data Per Class: 225
Runner Episode: 45	Loss: 0.487899	Accuracy: 0.760 	 Current Training Data Per Class: 225
Runner Episode: 46	Loss: 0.385356	Accuracy: 0.880 	 Current Training Data Per Class: 225
Runner Episode: 47	Loss: 0.362709	Accuracy: 0.880 	 Current Training Data Per Class: 225
Runner Episode: 48	Loss: 0.244460	Accuracy: 0.940 	 Current Training Data Per Class: 225
Runner Episode: 49	Loss: 0.178054	Accuracy: 0.950 	 Current Training Data Per Class: 225
Runner Episode: 50	Loss: 0.626133	Accuracy: 0.730 	 Current Training Data Per Class: 225
