Train Episode: 1	Loss: 0.148218	Accuracy: 0.950	 Current training data: 80
Train Episode: 2	Loss: 0.945600	Accuracy: 0.640	 Current training data: 80
Train Episode: 3	Loss: 0.506362	Accuracy: 0.850	 Current training data: 80
Train Episode: 4	Loss: 0.648380	Accuracy: 0.820	 Current training data: 80
Train Episode: 5	Loss: 0.290363	Accuracy: 0.920	 Current training data: 80
Train Episode: 6	Loss: 0.324720	Accuracy: 0.860	 Current training data: 80
Train Episode: 7	Loss: 0.570163	Accuracy: 0.790	 Current training data: 80
Train Episode: 8	Loss: 0.327572	Accuracy: 0.930	 Current training data: 80
Train Episode: 9	Loss: 0.248026	Accuracy: 0.930	 Current training data: 80
Train Episode: 10	Loss: 0.751808	Accuracy: 0.730	 Current training data: 80
Train Episode: 11	Loss: 0.573775	Accuracy: 0.810	 Current training data: 80
Train Episode: 12	Loss: 0.197892	Accuracy: 0.960	 Current training data: 80
Train Episode: 13	Loss: 0.586018	Accuracy: 0.750	 Current training data: 80
Train Episode: 14	Loss: 0.380245	Accuracy: 0.870	 Current training data: 80
Train Episode: 15	Loss: 0.284399	Accuracy: 0.890	 Current training data: 80
Train Episode: 16	Loss: 0.695892	Accuracy: 0.790	 Current training data: 80
Train Episode: 17	Loss: 0.649128	Accuracy: 0.830	 Current training data: 80
Train Episode: 18	Loss: 0.440887	Accuracy: 0.820	 Current training data: 80
Train Episode: 19	Loss: 0.691230	Accuracy: 0.800	 Current training data: 80
Train Episode: 20	Loss: 0.677107	Accuracy: 0.740	 Current training data: 80
Train Episode: 21	Loss: 0.450027	Accuracy: 0.880	 Current training data: 80
Train Episode: 22	Loss: 0.539800	Accuracy: 0.820	 Current training data: 80
Train Episode: 23	Loss: 0.451103	Accuracy: 0.880	 Current training data: 80
Train Episode: 24	Loss: 0.659191	Accuracy: 0.640	 Current training data: 80
Train Episode: 25	Loss: 0.677168	Accuracy: 0.730	 Current training data: 80
Train Episode: 26	Loss: 0.651979	Accuracy: 0.810	 Current training data: 80
Train Episode: 27	Loss: 0.649412	Accuracy: 0.820	 Current training data: 80
Train Episode: 28	Loss: 0.289855	Accuracy: 0.920	 Current training data: 80
Train Episode: 29	Loss: 0.615660	Accuracy: 0.800	 Current training data: 80
Train Episode: 30	Loss: 0.411847	Accuracy: 0.830	 Current training data: 80
Train Episode: 31	Loss: 0.365159	Accuracy: 0.900	 Current training data: 80
Train Episode: 32	Loss: 0.681910	Accuracy: 0.760	 Current training data: 80
Train Episode: 33	Loss: 0.472344	Accuracy: 0.840	 Current training data: 80
Train Episode: 34	Loss: 0.253357	Accuracy: 0.910	 Current training data: 80
Train Episode: 35	Loss: 0.689099	Accuracy: 0.740	 Current training data: 80
Train Episode: 36	Loss: 0.621002	Accuracy: 0.790	 Current training data: 80
Train Episode: 37	Loss: 0.405963	Accuracy: 0.920	 Current training data: 80
Train Episode: 38	Loss: 0.452185	Accuracy: 0.870	 Current training data: 80
Train Episode: 39	Loss: 0.396383	Accuracy: 0.890	 Current training data: 80
Train Episode: 40	Loss: 0.517308	Accuracy: 0.810	 Current training data: 80
Train Episode: 41	Loss: 0.757079	Accuracy: 0.840	 Current training data: 80
Train Episode: 42	Loss: 0.512941	Accuracy: 0.780	 Current training data: 80
Train Episode: 43	Loss: 0.005694	Accuracy: 1.000	 Current training data: 80
Train Episode: 44	Loss: 0.682523	Accuracy: 0.730	 Current training data: 80
Train Episode: 45	Loss: 0.692808	Accuracy: 0.720	 Current training data: 80
Train Episode: 46	Loss: 0.198237	Accuracy: 0.960	 Current training data: 80
Train Episode: 47	Loss: 0.507286	Accuracy: 0.830	 Current training data: 80
Train Episode: 48	Loss: 0.428222	Accuracy: 0.850	 Current training data: 80
Train Episode: 49	Loss: 0.381491	Accuracy: 0.820	 Current training data: 80
Train Episode: 50	Loss: 0.477336	Accuracy: 0.870	 Current training data: 80
